,prop_0-14,prop_15-24,prop_25-44,prop_45-64,prop_65+,prop_low_ed,prop_med_ed,prop_high_ed,prop_recipients,prop_employee,prop_self_employed,prop_men,prop_women,pop_density,income,liveability_score,inhabitants,household_size,households,assistance,AO,WW,Pension,p_belong_40p_w_lowest_income,p_belong_20p_w_highest_income,p_household_lowest_40p_income,p_household_highest_20p_income,p_household_smaller_bare_social_minimum,p_household_upto_110p_social_minimum,p_household_120p_social_minimum,single_family_housing,multi_family_housing
183,0.20882669537136705,0.14047362755651238,0.2319698600645856,0.3234660925726588,0.09526372443487621,0.19052744886975242,0.28632938643702904,0.2723358449946179,0.7534983853606028,0.2119913885898816,0.03451022604951559,0.4951560818083961,0.5048439181916039,0.1516396788678732,0.21394984326018807,0.4663062400112969,0.3205783812378769,0.7619047619047619,0.24344978165938866,0.060109289617486336,0.2608695652173913,0.30303030303030304,0.1112618724559023,0.337,0.302,0.226,0.382,0.031,0.048,0.061,0.85,0.15
184,0.23275862068965517,0.12413793103448276,0.20603448275862069,0.30689655172413793,0.1310344827586207,0.16206896551724137,0.2120689655172414,0.3396551724137931,0.7413793103448276,0.21724137931034482,0.04137931034482756,0.5008620689655172,0.4991379310344828,0.10749761872363586,0.274294670846395,0.5322169693008941,0.19749603244577676,0.7619047619047619,0.14556040756914118,0.02185792349726776,0.11594202898550725,0.15151515151515152,0.09769335142469471,0.316,0.36200000000000004,0.198,0.467,0.028999999999999998,0.043,0.057,0.87,0.13
185,0.18146718146718147,0.11274131274131274,0.2332046332046332,0.26872586872586873,0.20540540540540542,0.17142857142857143,0.29498069498069496,0.25328185328185326,0.7876447876447876,0.1805019305019305,0.031853281853281845,0.49266409266409267,0.5081081081081081,0.045121785276908424,0.17946708463949843,0.4710878618428151,0.22130135778522306,0.619047619047619,0.18922852983988356,0.04918032786885246,0.15217391304347827,0.21212121212121213,0.16689280868385345,0.35700000000000004,0.243,0.27399999999999997,0.27399999999999997,0.03,0.053,0.073,0.86,0.14
186,0.16,0.14,0.28,0.32,0.14,0.08,0.28,0.44,0.8,0.148,0.051999999999999935,0.48,0.54,0.003701183834535311,0.3150470219435737,0.5913300657221531,0.0017633574325515782,0.619047619047619,0.0,0.0,0.007246376811594203,0.0,0.004070556309362279,0.302,0.35100000000000003,0.198,0.396,0.019,0.027999999999999997,0.038,0.93,0.07
187,0.09615384615384616,0.17307692307692307,0.21153846153846154,0.3269230769230769,0.19230769230769232,0.23076923076923078,0.38461538461538464,0.15384615384615385,0.7692307692307693,0.14538461538461536,0.08538461538461539,0.5192307692307693,0.46153846153846156,0.0,0.14106583072100315,0.576971481486023,0.0021160289190618937,0.5238095238095238,0.000727802037845706,0.0,0.014492753623188406,0.0,0.0067842605156037995,0.5,0.21,0.431,0.31,0.12,0.222,0.25,0.89,0.11
188,0.23214285714285715,0.12946428571428573,0.22098214285714285,0.27455357142857145,0.14285714285714285,0.09375,0.16071428571428573,0.45089285714285715,0.7142857142857143,0.21142857142857144,0.07428571428571429,0.5066964285714286,0.49330357142857145,0.18998503197713976,0.41692789968652044,0.7230368444190066,0.07194498324810439,0.7619047619047619,0.05349344978165939,0.00546448087431694,0.014492753623188406,0.09090909090909091,0.03934871099050204,0.301,0.457,0.161,0.541,0.013999999999999999,0.018000000000000002,0.024,0.83,0.17
189,0.19293478260869565,0.10461956521739131,0.3016304347826087,0.24048913043478262,0.16032608695652173,0.15760869565217392,0.16304347826086957,0.41304347826086957,0.7336956521739131,0.21570652173913046,0.0505978260869564,0.4782608695652174,0.5217391304347826,0.2125731392026126,0.29780564263322884,0.5884048351204679,0.12272967730558984,0.5238095238095238,0.11644832605531295,0.00546448087431694,0.050724637681159424,0.12121212121212122,0.07327001356852103,0.284,0.371,0.31,0.306,0.027000000000000003,0.035,0.045,0.44,0.56
190,0.2247191011235955,0.12921348314606743,0.19101123595505617,0.3089887640449438,0.15168539325842698,0.07865168539325842,0.15730337078651685,0.48314606741573035,0.6741573033707865,0.23134831460674155,0.09449438202247196,0.5056179775280899,0.4943820224719101,0.054429174037283985,0.5885579937304075,0.7444733239027935,0.02433433256921178,0.7142857142857143,0.01710334788937409,0.0,0.007246376811594203,0.030303030303030304,0.017639077340569877,0.27899999999999997,0.496,0.134,0.597,0.015,0.024,0.027000000000000003,0.73,0.27
191,0.14446952595936793,0.11286681715575621,0.19413092550790068,0.29571106094808125,0.2528216704288939,0.14446952595936793,0.23024830699774265,0.3611738148984199,0.8126410835214447,0.14426636568848758,0.043092550790067685,0.48081264108352145,0.5191873589164786,0.1197713974690434,0.23197492163009406,0.6036698031646859,0.0710633045318286,0.47619047619047616,0.06914119359534207,0.0273224043715847,0.057971014492753624,0.06060606060606061,0.07191316146540028,0.40700000000000003,0.24,0.46399999999999997,0.257,0.081,0.127,0.163,0.72,0.28
192,0.24707602339181287,0.10526315789473684,0.20175438596491227,0.2953216374269006,0.15204678362573099,0.11695906432748537,0.14912280701754385,0.43567251461988304,0.7017543859649122,0.2236842105263158,0.07456140350877194,0.47953216374269003,0.52046783625731,0.18922302354061776,0.49529780564263326,0.652154142648158,0.11356021865632164,0.7142857142857143,0.08842794759825327,0.00546448087431694,0.036231884057971016,0.12121212121212122,0.06377204884667571,0.278,0.45899999999999996,0.198,0.518,0.03,0.044000000000000004,0.054000000000000006,0.82,0.18
193,0.24267782426778242,0.11506276150627615,0.16736401673640167,0.30962343096234307,0.16736401673640167,0.0794979079497908,0.13807531380753138,0.46443514644351463,0.7112970711297071,0.21364016736401673,0.07506276150627622,0.4811715481171548,0.5188284518828452,0.1751802966389985,0.46316614420062696,0.6605822077206123,0.07723505554575913,0.7142857142857143,0.05858806404657933,0.01092896174863388,0.028985507246376812,0.06060606060606061,0.050203527815468114,0.303,0.449,0.239,0.525,0.043,0.061,0.084,0.74,0.26
194,0.19491525423728814,0.07062146892655367,0.2966101694915254,0.18926553672316385,0.24858757062146894,0.11864406779661017,0.2033898305084746,0.327683615819209,0.6779661016949152,0.26728813559322034,0.054745762711864376,0.4632768361581921,0.5338983050847458,0.17773846781875086,0.30877742946708464,0.5649012324335705,0.05536942338211955,0.47619047619047616,0.05276564774381368,0.0,0.014492753623188406,0.030303030303030304,0.05563093622795115,0.281,0.35,0.35200000000000004,0.258,0.04,0.047,0.061,0.34,0.66
195,0.225130890052356,0.08900523560209424,0.2630890052356021,0.24083769633507854,0.1806282722513089,0.11518324607329843,0.16230366492146597,0.4031413612565445,0.7068062827225131,0.246282722513089,0.04691099476439786,0.4698952879581152,0.5301047120418848,0.2070757926248469,0.274294670846395,0.5463310747020445,0.12766707811673425,0.5238095238095238,0.11790393013100436,0.04371584699453552,0.057971014492753624,0.12121212121212122,0.08819538670284939,0.345,0.325,0.359,0.287,0.066,0.091,0.11599999999999999,0.41,0.59
