"postal_code","id","Weighted_Average_Age","Standard_Deviation_Age","prop_0.14","prop_15.24","prop_25.44","prop_45.64","prop_65.","prop_university","worker","prop_women","pop_density","livability_score","Aid","Income","single_family_housing","Distance GP","Within 1 km GP","Within 3 km GP","Within 5 km GP","Distance Hospital","Within 5 km Hospital","Within 10 km Hospital","Within 20 km Hospital","Distance Supermarket","Within 1 km Supermarket","Within 3 km Supermarket","Within 5 km Supermarket","Distance Department Store","Within 5 km Department Store","Within 10 km Department Store","Within 20 km Department Store","Distance Restaurant","Within 1 km Restaurant","Within 3 km Restaurant","Within 5 km Restaurant","Distance Day Care","Within 1 km Day Care","Within 3 km Day Care","Within 5 km Day Care","Distance School","Within 1 km School","Within 3 km School","Within 5 km School","age_cluster","demographic_cluster","social_cluster"
5991017,380,37.3988868274583,15.8828364788078,0.0816326530612245,0.11317254174397,0.538033395176252,0.189239332096475,0.0760667903525046,0.612244897959184,0.146567717996289,0.484230055658627,0.270649067900395,8.50612956782553,0.0292397660818713,0.380094043887147,0,0.3,2.8,24.2,77.3,1.7,7.5,12.9,21.8,0.4,4.3,47.6,117.8,1.1,9.4,21.5,43.3,0.2,25,391.9,657.4,0.8,4.3,68.2,199.2,0.8,1.4,28.7,93,0,1,2
5991079,381,38.2253269916766,20.5068830680002,0.17538644470868,0.118906064209275,0.30321046373365,0.272294887039239,0.129013079667063,0.279429250891795,0.227110582639715,0.507134363852557,0.393849503333787,8.13390862531119,0.257309941520468,0.191222570532915,0.09,0.3,3.6,22.8,74.9,2.4,7,12.8,21.5,0.3,6.7,39.1,110.7,0.6,9.2,21.6,43,0.2,17.6,270.8,636.1,0.2,12.4,62.5,183,0.3,5.1,28.8,83.9,0,1,2
5991080,382,41.3906625472022,21.4581448024197,0.155509783728115,0.115001716443529,0.255750085822176,0.275660830758668,0.198420871953313,0.13250944043941,0.210435976656368,0.518365945760385,0.193659001224656,7.98443168703648,0.567251461988304,0.0869905956112853,0.64,0.6,3.5,26,51.5,1.3,3.7,12.5,21.8,0.5,4,38.3,71.3,1.7,5.3,18.2,41,0.3,9.2,100.1,278.4,0.4,8,66.1,130.1,0.4,4.2,35.7,62.9,0,1,2
5991081,383,35.7519298245614,20.0676576256889,0.187368421052632,0.156491228070175,0.318947368421053,0.233684210526316,0.104210526315789,0.113684210526316,0.256140350877193,0.498947368421053,0.496502925568104,7.72000842159227,0.538011695906433,0.0713166144200627,0.34,0.4,6.7,28.6,53.7,1.1,6.5,11.8,21.2,0.3,8.4,43.8,87.7,1.3,6.4,19.7,42.3,0.2,21.5,136.5,503.5,0.2,15.5,73.9,138.7,0.3,9.7,37.8,63.6,0,1,2
5991082,384,34.7292612463888,19.7187001775417,0.19686339248865,0.156417664052827,0.332232769294263,0.224102352455634,0.0895583986793232,0.123813454395378,0.265373503920759,0.496491952125464,0.365546332834399,7.65916491657655,0.456140350877193,0.0783699059561129,0.09,0.3,7.3,25.4,52.5,1.8,6.7,13,22.2,0.3,7.1,40.7,83,1.4,6.3,20.1,42.8,0.2,13.2,126.3,459.6,0.2,15.7,66.1,133.8,0.2,8.2,33.5,61.6,0,1,2
5991085,385,37.742782152231,20.3093283789062,0.174978127734033,0.120734908136483,0.323709536307962,0.253718285214348,0.125984251968504,0.425196850393701,0.21259842519685,0.502187226596675,0.281997550687168,8.27221031718736,0.146198830409357,0.185736677115987,0.13,0.4,2,18.5,50.4,2.8,6.1,10.7,20.7,0.3,2.8,31.1,83.8,1.5,6.3,18.9,40.8,0.4,16,127.6,530.6,0.4,4.4,51.3,128.9,0.4,1.4,24.5,58.8,0,1,2
5991086,386,37.8425869432581,20.5686307452145,0.162904209884076,0.157413056741916,0.295302013422819,0.24588163514338,0.13849908480781,0.154972544234289,0.23123856009762,0.507626601586333,0.358905973601851,7.90969433545083,0.31578947368421,0.0822884012539185,0.08,0.3,5.4,25.4,69.1,2.1,6.3,12.6,21.5,0.3,8.5,43.9,108.2,0.6,8.4,20.4,42.6,0.2,21.1,202.5,602,0.2,15.2,69.3,172.1,0.3,7.9,32.8,78.3,0,1,2
5991087,387,36.3730263157895,21.0755766306665,0.207894736842105,0.140131578947368,0.280921052631579,0.246052631578947,0.125,0.132894736842105,0.25,0.5125,0.327609198530412,7.77408324455702,0.286549707602339,0.0705329153605016,0.05,0.7,1.9,18.4,63.5,2.8,7,12.4,21.5,0.5,3.4,29.1,99.6,1.1,8.3,21.3,42.5,0.4,8.3,179.1,595,0.3,7.5,47.6,162,0.4,3,23.8,72.9,0,1,2
5991088,388,41.3591240875912,19.0167898393827,0.0992700729927007,0.112408759124088,0.369343065693431,0.262773722627737,0.157664233576642,0.405839416058394,0.153284671532847,0.505109489051095,0.372486052524153,8.23530306709356,0.0818713450292398,0.182601880877743,0.02,0.9,0.9,17.5,68.1,1.9,7.5,11.3,21,0.3,2.6,34.2,104.4,2,8.7,21.2,41.3,0.3,7.2,322.3,631.2,0.5,1.8,42.2,170.5,1.4,0,18,73.9,0,1,0
5991283,389,40.5781637717122,20.4215066802086,0.146401985111663,0.11166253101737,0.290322580645161,0.296939619520265,0.154673283705542,0.296112489660877,0.189412737799835,0.483870967741935,0.0832766362770445,8.1683296793681,0.157894736842105,0.184169278996865,0.47,1.6,0,11.6,34.8,3.9,2.7,13.5,22.3,1.5,0.1,13.7,46.2,2.4,3.3,19.2,41,0.6,3,33.4,165.6,0.7,1.9,31.3,94.5,1,0.7,14.4,44.6,0,1,0
5991284,390,38.6984293193717,21.4151472459186,0.184293193717277,0.116928446771379,0.295636998254799,0.233158813263525,0.169982547993019,0.143804537521815,0.246073298429319,0.503664921465969,0.148673288882841,7.85599751010255,0.508771929824561,0.101880877742947,0.26,0.4,2.4,21.3,49.2,2.4,2,12.3,22,0.6,3.2,19.6,62,2.5,4,15.5,40.2,0.4,5.8,42.9,148.3,0.5,4.5,38.5,123.2,0.5,2.6,20.9,61.3,0,1,0
