,postal_code,Distance GP,Within 1 km GP,Within 3 km GP,Within 5 km GP,Distance Hospital,Within 5 km Hospital,Within 10 km Hospital,Within 20 km Hospital,Distance Supermarket,Within 1 km Supermarket,Within 3 km Supermarket,Within 5 km Supermarket,Distance Department Store,Within 5 km Department Store,Within 10 km Department Store,Within 20 km Department Store,Distance Restaurant,Within 1 km Restaurant,Within 3 km Restaurant,Within 5 km Restaurant,Distance Day Care,Within 1 km Day Care,Within 3 km Day Care,Within 5 km Day Care,Distance School,Within 1 km School,Within 3 km School,Within 5 km School
401,5991468,1.1,0.3,3.7,15.4,1.4,2.0,3.6,21.7,1.1,0.7,5.0,16.1,1.3,2.4,9.2,34.8,1.2,1.7,12.1,39.5,0.6,1.9,11.5,33.6,0.8,1.4,8.0,22.9
402,5991570,1.3,0.1,6.0,28.4,3.7,1.5,10.0,20.7,1.2,0.2,10.8,40.7,3.3,2.1,13.8,38.3,0.7,1.0,12.2,87.3,1.0,0.9,23.4,77.2,1.0,0.6,12.2,41.2
403,5991571,0.4,3.6,26.7,56.6,1.2,6.0,11.3,21.2,0.3,10.7,42.1,91.6,1.2,6.2,18.3,41.6,0.2,28.6,124.6,529.8,0.2,12.1,72.4,147.6,0.4,5.3,38.2,67.8
404,5991572,0.3,5.2,23.7,56.4,1.4,4.6,11.3,21.5,0.3,11.0,41.5,88.8,1.1,6.4,18.1,40.8,0.2,23.6,93.8,457.3,0.2,13.0,65.9,148.0,0.4,5.6,34.8,69.4
405,5991573,0.5,2.4,15.4,42.1,2.4,2.5,11.6,21.1,0.4,1.7,25.4,58.2,2.3,3.7,14.9,39.2,0.4,3.9,48.3,146.3,0.4,5.1,45.7,107.9,0.4,3.3,23.4,55.7
406,5991574,0.4,4.0,13.7,50.6,2.3,4.2,10.7,21.8,0.5,6.3,28.0,81.5,2.2,5.0,17.9,40.1,0.3,11.3,61.3,400.0,0.3,8.1,40.7,134.2,0.3,5.3,21.3,62.8
407,5991575,0.7,1.2,11.1,37.5,2.9,2.9,10.0,21.1,1.4,0.0,24.6,58.4,2.6,3.0,16.0,40.0,0.6,1.8,43.8,186.1,0.6,3.5,34.6,101.2,0.6,2.4,17.8,47.8
408,5991576,0.5,2.8,29.1,53.3,0.5,5.6,11.4,20.9,0.1,8.9,46.6,82.6,0.5,5.1,18.2,41.7,0.2,27.5,114.8,449.6,0.6,9.1,78.1,144.0,0.7,3.9,42.0,67.1
409,5991577,0.5,1.7,12.8,35.1,2.9,1.6,10.0,21.0,0.4,6.6,22.9,51.8,2.6,3.2,15.9,38.6,0.5,2.3,39.8,117.5,0.3,9.3,37.2,93.1,0.4,3.8,19.2,48.7
410,5991578,0.7,2.1,15.0,41.7,2.5,2.9,10.3,21.3,1.0,3.5,28.2,63.5,2.1,2.9,16.7,40.0,0.6,6.3,54.7,231.1,0.5,5.6,42.5,112.4,0.6,2.9,22.8,53.5
411,5991593,4.6,0.0,0.0,2.1,7.1,0.0,5.0,19.0,0.4,1.0,1.0,6.5,6.5,0.0,6.7,31.1,0.4,1.0,1.8,7.1,0.4,2.9,3.0,12.0,4.6,0.0,0.0,4.8
412,5991692,0.8,0.7,5.4,13.8,4.3,1.0,1.7,19.0,0.8,1.6,8.9,18.9,1.2,2.4,4.5,29.4,0.7,3.2,17.7,59.8,0.4,4.1,17.0,29.0,0.4,2.0,10.3,18.3
413,5991699,1.1,0.7,5.8,12.7,4.7,0.6,1.1,18.6,0.6,1.9,10.8,17.7,2.1,2.4,3.4,28.7,0.7,3.2,19.2,52.6,0.5,2.4,16.8,27.9,0.6,1.9,10.8,18.0
414,5991701,1.7,0.0,1.7,3.9,3.5,1.0,2.0,8.6,1.0,0.5,5.3,8.9,1.5,2.0,4.7,24.2,0.6,2.6,25.9,45.4,1.2,0.3,7.1,16.1,1.5,0.0,3.7,9.3
415,5991702,0.6,0.9,1.0,3.0,4.7,0.7,2.0,8.0,0.5,2.6,5.0,7.5,0.8,1.6,4.5,22.3,0.6,4.1,23.0,38.9,0.4,4.0,6.0,12.6,0.5,2.3,3.0,6.9
416,5991926,0.7,1.0,21.4,45.4,3.3,4.0,9.0,25.0,0.6,3.0,30.5,70.4,1.9,7.0,16.0,45.0,0.4,3.5,136.2,474.6,0.9,2.0,56.9,110.0,0.9,1.5,24.5,51.5
417,5992704,1.2,0.4,1.0,2.0,1.2,1.1,3.0,10.8,0.5,1.6,3.0,6.6,1.0,1.5,3.0,23.7,0.6,6.0,12.2,32.7,0.6,2.6,6.0,9.1,0.7,1.6,4.0,6.9
418,7580001,0.4,1.4,17.7,28.9,2.0,2.0,3.0,5.0,0.3,4.7,30.2,40.2,1.0,4.0,7.0,15.0,0.1,72.9,163.3,191.2,0.5,2.9,41.3,76.3,0.7,0.9,19.1,31.9
419,7580002,1.1,0.6,17.5,29.0,1.9,2.0,3.4,5.7,0.3,7.7,31.6,40.5,0.5,4.0,7.0,15.7,0.2,83.1,168.1,196.1,0.5,6.8,45.0,74.3,0.8,1.8,16.2,30.9
420,7580003,0.8,1.0,15.5,28.5,1.7,2.0,4.0,6.0,0.2,8.4,29.7,40.9,0.9,4.3,6.9,16.0,0.2,81.6,166.2,195.5,0.5,4.0,42.4,72.8,0.6,1.0,16.7,29.7
421,7580004,0.4,1.0,15.0,28.3,2.2,2.0,4.0,6.0,0.4,8.6,28.6,40.8,1.1,4.4,7.0,16.0,0.2,72.8,164.2,192.9,0.4,3.1,37.1,74.3,0.7,0.9,15.8,30.1
422,7580005,0.6,1.6,14.4,28.2,2.5,2.0,2.8,5.3,0.5,3.6,28.6,40.1,1.5,4.0,7.1,15.3,0.2,32.8,157.0,187.0,0.3,3.3,35.7,76.7,0.6,0.9,16.7,31.2
423,7580006,0.6,1.5,16.4,29.8,2.1,2.0,3.4,5.9,0.2,8.2,29.5,40.5,0.6,4.0,7.0,15.9,0.1,102.0,166.1,195.2,0.7,2.5,43.8,75.8,1.1,0.2,17.5,31.2
424,7580100,0.4,1.2,12.1,28.0,3.2,2.0,2.4,5.3,0.5,3.9,26.4,42.8,2.0,5.0,7.0,15.3,0.2,8.0,147.5,187.3,0.2,4.3,32.4,79.3,0.4,2.1,12.7,33.0
425,7580101,0.5,1.6,10.7,26.5,2.6,2.0,3.0,5.0,0.5,1.2,21.8,38.6,1.5,3.4,7.2,15.1,0.3,6.7,135.5,179.7,0.4,3.1,29.7,70.9,0.4,3.2,14.4,28.3
426,7580102,0.6,2.1,7.5,24.8,3.7,1.3,2.8,5.0,0.5,3.0,14.0,36.2,0.7,3.5,7.3,15.0,0.5,2.6,72.8,174.0,0.4,3.0,17.5,60.2,0.4,2.9,9.2,29.0
427,7580103,0.4,2.0,7.7,22.6,3.5,1.2,3.0,5.0,0.8,2.2,13.8,34.1,0.9,3.1,7.0,15.0,0.8,1.9,72.2,170.6,0.4,4.5,19.0,58.0,0.4,3.1,9.8,25.6
428,7580104,0.5,1.5,6.3,18.5,4.5,0.9,2.2,5.0,0.8,1.7,8.2,31.9,1.0,3.0,7.7,15.0,0.8,1.1,20.8,162.8,0.4,2.2,13.4,51.0,0.4,2.0,8.6,25.2
429,7580106,0.6,2.3,7.0,18.4,3.8,1.0,3.0,5.0,0.7,2.2,9.0,30.9,0.8,2.8,7.0,14.8,0.8,1.4,26.7,161.8,0.4,3.5,15.6,50.7,0.4,2.0,9.5,22.7
430,7580107,1.1,0.7,6.7,16.4,3.6,1.0,3.0,5.0,1.5,0.0,7.1,26.8,1.6,2.5,7.0,14.5,1.6,0.0,16.6,147.8,1.0,1.5,14.5,44.4,1.0,0.7,9.0,20.6
431,7580200,0.6,1.7,13.5,26.4,1.3,1.9,3.0,5.2,0.6,2.5,21.9,39.4,2.4,3.4,8.0,15.9,0.4,6.9,131.8,186.4,0.4,3.7,35.5,70.2,0.9,0.7,16.9,29.8
432,7580201,0.5,1.0,15.4,27.4,1.2,2.0,2.1,5.0,0.5,1.8,28.0,41.8,1.2,4.0,7.0,15.1,0.3,10.6,159.2,194.9,0.5,4.1,43.4,74.4,0.6,2.4,15.6,32.5
433,7580202,0.7,1.3,15.1,27.2,1.8,2.0,2.7,5.2,0.4,3.8,28.4,41.3,1.1,4.0,6.9,15.6,0.2,26.3,160.8,196.0,0.4,9.8,40.0,71.2,0.5,4.4,12.7,30.5
434,7580203,0.4,1.9,8.0,22.2,1.9,1.4,3.0,5.8,0.6,1.0,7.9,35.6,3.4,3.0,8.0,16.4,0.9,1.0,29.9,175.5,0.5,2.3,17.5,63.4,0.5,1.8,7.7,27.2
435,7580300,0.6,2.8,12.1,25.3,1.6,2.0,2.0,5.0,0.7,2.2,21.6,40.7,0.7,3.8,7.0,15.9,0.5,6.5,140.4,195.1,0.4,5.9,34.3,68.0,0.4,2.3,11.3,29.6
436,7580301,0.5,1.7,9.7,22.3,1.8,2.0,2.0,5.0,0.5,2.3,12.3,34.8,1.4,2.4,7.2,16.1,0.5,1.4,53.6,184.5,0.4,4.2,27.1,59.0,0.7,1.2,9.9,25.1
437,7580302,0.8,1.2,8.0,22.2,2.5,2.0,2.0,5.0,0.4,3.2,11.4,34.2,0.8,2.6,6.1,16.0,0.4,2.7,54.8,186.4,0.4,5.7,28.0,57.1,1.1,0.3,9.5,22.5
438,7580303,0.4,1.9,10.6,23.7,2.3,2.0,2.2,5.0,0.5,2.6,20.2,38.4,0.8,3.2,6.2,16.0,0.3,11.3,123.8,193.0,0.3,7.6,32.4,63.2,0.5,2.3,10.7,26.2
439,7580309,3.5,0.0,1.2,7.2,4.4,0.8,2.4,5.1,3.6,0.0,1.4,12.5,3.9,1.6,4.9,13.4,1.0,0.6,8.6,70.8,2.7,0.0,5.3,24.9,2.4,0.0,2.0,9.1
440,7580400,0.5,2.0,13.6,27.1,1.0,2.0,4.0,6.0,0.5,3.8,27.0,39.8,1.3,3.9,6.3,16.0,0.4,18.3,158.8,193.5,0.5,6.5,41.0,68.4,0.4,2.9,14.1,27.9
441,7580401,1.2,0.4,10.8,21.5,1.5,1.9,3.4,5.7,1.3,0.2,19.2,36.5,1.8,3.1,6.0,16.1,0.6,4.5,127.1,187.1,0.5,3.9,30.5,59.5,1.0,0.9,10.7,24.0
442,7580500,0.6,3.5,12.1,28.1,1.2,2.0,4.0,6.0,0.5,5.9,25.4,41.1,1.5,5.0,6.7,16.0,0.3,15.6,157.8,195.1,0.3,4.1,39.4,70.9,0.6,1.2,14.6,28.6
443,7580501,0.4,3.1,9.2,22.3,1.1,2.0,4.0,6.0,0.6,2.1,19.0,36.3,1.3,3.9,7.0,15.2,0.5,4.4,117.9,188.7,0.4,3.0,31.3,57.2,0.6,1.5,10.8,21.3
444,7580502,0.6,1.7,12.0,26.8,1.9,2.0,4.0,6.0,0.4,4.5,25.8,41.7,1.7,4.9,6.7,15.9,0.3,14.0,152.9,191.8,0.4,4.0,33.7,73.0,0.6,1.3,12.2,29.4
445,7580503,0.7,1.6,7.2,17.9,2.1,1.4,4.0,6.0,0.7,1.8,11.6,32.3,0.7,3.9,7.0,14.9,0.4,4.6,50.1,176.7,0.4,4.3,20.0,52.8,0.6,1.9,7.5,19.9
446,7580504,0.9,0.7,9.1,21.7,2.6,1.8,4.0,6.0,1.0,0.6,19.3,36.4,2.0,4.0,7.0,15.0,0.9,1.0,112.0,187.1,0.6,1.9,21.8,63.4,0.8,0.8,6.5,25.0
447,7580505,1.4,0.0,8.0,18.3,3.0,1.0,4.0,6.0,1.7,0.0,13.7,31.9,1.8,3.2,7.0,15.0,0.4,1.0,47.5,176.9,0.8,0.8,17.7,55.6,1.7,0.0,5.7,22.1
448,7580507,1.5,0.0,7.4,20.6,3.7,1.5,4.0,6.0,0.9,0.5,13.5,33.7,1.9,4.6,6.4,15.0,0.6,1.0,74.6,148.7,1.2,0.0,20.1,58.1,1.6,0.0,7.0,23.3
449,7580508,3.4,0.0,0.4,6.0,4.2,0.8,3.9,6.0,3.6,0.0,0.3,7.9,3.7,1.0,6.4,13.1,1.6,0.4,3.2,30.0,3.2,0.0,1.2,16.3,1.2,0.5,1.6,6.8
450,7580509,2.6,0.0,1.3,9.1,4.0,1.7,4.0,6.0,2.4,0.0,2.4,15.3,2.4,1.9,6.9,13.5,1.4,0.3,7.3,59.1,1.9,0.2,6.3,28.2,2.5,0.0,1.7,11.6
451,7580600,0.4,2.3,4.5,21.0,4.4,1.0,3.9,6.0,0.8,0.7,7.6,35.3,3.1,4.9,6.0,15.0,0.6,1.5,14.8,168.5,0.3,3.4,12.6,56.2,0.6,1.0,4.1,26.5
452,7580601,0.8,1.5,5.4,17.3,5.3,0.2,2.1,5.7,1.1,0.4,4.2,28.9,2.0,3.7,6.0,14.8,1.0,0.9,7.4,137.4,0.5,2.7,11.5,41.4,0.9,0.5,6.5,20.3
453,7580602,0.7,0.7,6.1,11.2,5.8,0.0,4.0,6.0,0.8,0.7,6.2,20.9,2.4,3.1,6.3,14.6,0.6,2.2,13.0,69.1,0.4,2.9,14.9,34.1,0.6,1.3,8.1,13.8
454,7580603,1.0,1.2,3.0,7.4,7.1,0.0,3.2,6.0,0.6,0.9,3.6,8.9,1.7,2.0,6.0,14.4,0.6,1.3,7.0,18.1,0.5,1.9,10.8,21.5,0.7,2.0,6.7,10.4
455,7580604,1.3,0.8,4.5,9.8,6.9,0.0,2.0,5.1,0.7,1.6,3.6,13.4,0.8,2.6,6.0,13.4,0.8,1.9,7.8,21.8,0.5,2.8,11.7,25.2,0.7,2.0,6.4,13.9
456,7580605,1.2,0.7,2.2,7.5,7.7,0.0,2.0,5.1,0.9,1.0,3.0,7.9,1.0,1.7,6.0,13.0,1.1,0.7,6.0,14.2,0.5,2.3,8.8,17.9,0.5,2.0,5.4,9.7
457,7580606,0.5,2.0,2.9,7.3,7.8,0.0,2.0,5.9,1.3,0.0,3.0,7.3,1.5,2.0,6.0,13.6,1.3,0.1,6.0,16.5,0.3,2.7,9.0,19.4,0.4,2.4,6.0,10.3
458,7580700,0.5,1.4,3.5,12.4,3.5,1.0,2.0,6.0,0.7,0.9,2.5,16.0,3.6,1.3,5.0,17.6,0.6,1.8,4.3,70.7,0.5,1.7,5.5,34.6,0.6,1.8,2.6,13.7
459,7580701,1.4,0.1,7.4,16.0,2.8,1.7,2.0,5.0,1.4,0.0,6.9,24.3,2.4,2.0,6.3,16.8,1.4,0.0,17.4,152.4,1.0,0.5,16.1,44.6,1.5,0.0,6.1,17.4
460,7580709,1.6,0.1,3.1,9.7,4.3,0.9,2.1,6.1,1.7,0.1,2.7,11.7,4.3,1.0,5.5,17.5,1.3,0.7,5.4,52.0,1.5,0.2,6.2,25.5,1.7,0.1,3.3,10.7
461,7580800,0.9,0.6,2.2,9.2,4.9,1.0,2.0,5.0,0.6,1.0,4.2,14.5,2.9,1.6,4.4,14.8,0.5,4.6,12.7,66.9,0.4,2.6,8.2,31.1,0.5,1.6,2.8,12.6
462,7580900,1.0,0.5,1.5,9.2,5.8,0.1,4.0,6.0,0.8,1.5,3.3,12.7,1.0,2.0,7.2,13.4,0.8,2.8,8.8,32.3,0.6,2.5,7.9,26.6,0.8,1.2,2.7,10.5
463,7580909,2.7,0.0,0.7,3.1,6.5,0.2,3.8,6.0,2.2,0.0,2.3,5.6,2.4,1.1,7.5,13.1,1.6,0.1,5.5,16.6,1.7,0.2,5.6,14.7,2.0,0.0,1.9,6.2
464,7581000,0.8,0.7,4.4,17.5,3.9,1.0,3.0,5.0,1.0,0.5,3.7,23.0,3.8,2.2,8.4,15.4,0.8,1.3,11.8,118.0,0.5,2.8,14.7,43.5,0.8,1.3,7.2,22.2
465,7721110,0.9,1.7,19.3,33.5,2.6,3.0,5.0,7.0,0.4,3.4,38.3,59.9,0.8,7.0,12.3,23.0,0.1,86.0,249.6,290.6,0.8,2.1,28.1,64.6,0.8,1.0,16.0,39.2
466,7721120,0.4,3.1,19.1,31.5,2.8,3.0,5.0,7.0,0.6,3.3,39.6,59.5,1.5,7.0,12.4,23.0,0.1,87.0,251.2,288.8,0.4,2.5,29.9,62.4,0.4,1.3,16.9,38.8
467,7721130,0.9,0.9,20.4,34.2,2.7,3.0,5.0,7.0,0.3,3.4,39.1,59.2,1.1,7.0,12.0,23.0,0.1,76.0,246.8,287.8,0.9,2.1,25.6,65.8,0.9,1.2,15.2,40.9
468,7721150,1.6,0.0,14.1,34.6,1.5,2.0,5.0,7.0,0.2,2.0,26.1,61.4,1.8,6.0,13.0,22.0,1.4,0.0,197.2,285.0,0.2,1.0,18.3,66.7,1.6,0.0,12.4,38.2
469,7722110,0.8,2.4,15.6,31.8,2.6,3.0,5.0,7.0,0.4,3.3,33.1,58.7,1.3,6.6,13.8,23.2,0.2,40.8,234.7,293.0,0.4,4.6,27.7,61.6,0.7,1.7,16.7,37.3
470,7722120,0.5,3.0,14.9,31.8,2.2,3.0,5.0,7.0,0.2,4.1,33.3,59.3,1.4,6.6,13.7,23.1,0.2,43.5,235.6,293.7,0.2,3.6,26.9,63.0,0.3,1.2,15.7,40.5
471,7722130,0.3,3.3,15.8,31.3,2.1,3.0,5.0,7.0,0.3,3.9,35.2,58.2,1.5,6.5,12.6,23.0,0.3,59.5,243.3,290.8,0.5,4.0,27.7,60.5,0.5,2.0,16.5,39.0
472,7722140,0.8,1.9,12.2,30.6,2.2,2.9,5.0,7.0,0.6,4.3,24.6,54.9,2.0,6.0,13.9,23.7,0.4,17.5,218.8,288.6,0.4,5.6,23.5,57.3,0.4,3.1,13.2,36.0
473,7722150,0.8,3.2,12.2,30.5,1.9,2.8,5.0,7.0,0.3,5.6,25.4,54.8,2.0,6.0,12.8,23.3,0.2,19.0,219.7,285.8,0.5,5.8,24.2,55.5,0.4,3.6,13.3,35.3
474,7722160,0.6,3.2,12.6,30.2,1.5,2.6,5.0,7.0,0.3,4.9,25.1,54.3,2.2,6.0,12.3,23.1,0.1,14.8,216.6,284.4,0.7,5.6,24.4,53.9,0.7,3.7,13.4,34.6
475,7722170,0.6,3.8,13.1,30.6,1.5,2.8,5.0,7.0,0.4,3.9,25.5,54.7,2.0,6.0,12.0,23.0,0.2,17.4,219.9,285.6,0.7,3.0,24.7,55.8,0.7,1.7,13.7,35.6
476,7722180,0.8,2.4,14.4,30.1,1.6,2.7,5.0,7.0,0.8,2.0,28.1,55.5,2.2,6.0,12.0,23.0,0.3,11.5,227.4,287.0,0.9,1.0,25.4,56.1,0.9,0.8,15.0,35.7
477,7722210,0.9,1.6,8.7,22.8,1.4,1.5,5.0,7.0,0.3,3.5,15.9,48.9,3.1,6.0,13.0,24.5,0.3,8.1,136.8,272.5,0.3,6.2,19.1,46.0,0.4,3.4,9.3,29.7
478,7722220,0.5,2.1,10.9,25.0,1.1,1.7,5.0,7.0,0.4,3.3,20.4,49.4,2.8,6.0,12.3,23.8,0.3,9.1,178.9,277.2,0.3,6.2,21.1,47.7,0.3,3.2,10.4,30.9
479,7722230,0.5,2.0,12.0,24.7,0.7,1.6,5.0,7.0,0.5,2.0,21.0,49.5,2.8,6.0,12.0,23.0,0.4,7.8,178.5,276.6,0.4,3.2,22.1,46.7,0.8,1.3,11.2,30.7
480,7722250,1.1,0.8,9.8,20.1,0.9,1.0,5.0,7.0,0.9,0.9,16.6,38.2,3.6,5.2,12.2,23.8,0.5,2.9,75.9,255.6,0.6,2.5,18.8,39.0,0.6,1.1,10.2,27.2
481,7722300,1.3,0.2,9.3,20.3,3.4,3.0,5.0,8.0,0.6,2.0,13.8,42.5,2.6,4.6,13.1,25.0,0.7,1.7,52.7,257.5,0.7,1.2,19.2,46.2,0.7,1.0,9.5,25.4
482,7722320,0.8,1.4,11.5,25.8,3.0,2.9,5.0,7.7,0.4,2.2,15.0,52.1,2.0,6.1,13.7,24.9,0.4,3.3,144.5,284.2,0.4,3.3,22.0,49.9,0.4,2.2,12.3,27.6
483,7722330,0.3,2.0,10.9,25.9,2.2,2.3,5.0,7.0,0.5,4.0,17.5,52.4,2.3,6.0,14.0,24.6,0.2,9.9,177.9,284.0,0.4,6.8,20.7,50.6,0.3,3.9,10.8,30.6
484,7722340,0.8,1.7,7.8,19.9,2.4,2.4,5.0,7.0,0.8,2.9,11.6,43.5,2.9,4.4,14.0,25.2,0.4,6.8,63.6,262.6,0.8,3.3,16.5,45.4,0.9,1.7,7.8,26.8
485,7722350,1.2,0.3,5.7,17.1,2.8,1.4,5.0,7.0,1.2,0.3,10.3,33.4,3.2,3.1,13.6,24.2,0.9,1.6,37.9,243.0,1.2,0.5,14.3,36.5,1.2,0.2,7.1,21.1
486,7722360,0.6,2.4,11.2,25.6,1.9,2.0,5.0,7.0,0.3,4.4,21.7,51.4,2.6,6.0,13.4,24.9,0.3,13.7,194.8,280.0,0.3,7.9,21.1,49.7,0.3,4.3,10.1,31.9
487,7722370,0.9,1.1,7.7,21.3,1.8,1.6,5.0,7.0,0.6,3.1,12.3,45.6,3.1,5.8,13.5,25.0,0.3,7.9,101.2,266.8,0.5,5.5,17.1,45.2,0.6,2.6,8.1,28.9
488,7722380,1.3,0.1,6.7,17.9,2.1,1.1,5.0,7.0,1.2,0.4,9.9,33.0,3.5,3.8,13.2,24.7,0.6,3.9,39.0,244.4,1.1,0.6,14.0,39.8,1.1,0.2,7.0,25.8
489,7723110,0.6,1.9,13.8,30.8,2.7,3.0,5.0,7.0,0.7,2.5,31.1,55.2,0.8,6.3,12.8,23.0,0.4,19.2,225.6,282.4,0.3,2.8,25.4,58.4,0.4,1.2,14.6,34.7
490,7723120,0.5,2.0,13.0,30.3,2.5,3.0,5.0,7.1,0.4,2.2,24.8,53.7,0.5,5.3,13.9,23.1,0.2,8.7,212.8,280.3,0.6,3.3,24.8,56.0,0.7,1.5,13.9,33.5
491,7723210,0.7,2.3,10.7,29.0,2.5,3.0,5.0,7.9,0.7,1.9,18.3,55.7,0.7,5.5,14.4,23.7,0.3,6.1,150.2,283.0,0.3,2.3,20.8,54.1,0.4,1.4,11.4,32.8
492,7723220,0.5,1.1,7.5,23.7,3.2,2.6,5.0,7.6,0.8,0.8,12.0,45.8,1.4,4.9,13.5,23.4,0.8,2.5,65.4,262.8,0.5,2.6,15.6,48.8,0.6,2.1,9.1,28.1
493,7723280,0.7,0.7,4.7,17.1,3.8,1.9,4.8,7.4,0.6,0.7,6.4,35.3,2.0,4.2,12.5,22.6,0.6,0.6,18.9,238.9,0.6,0.7,11.1,40.1,0.3,1.6,6.5,21.5
494,7723330,0.8,1.0,5.1,23.9,3.3,2.1,4.5,8.4,0.6,1.3,7.3,45.7,1.8,5.7,13.5,24.4,0.5,3.8,31.9,263.5,0.6,2.4,11.6,49.3,0.8,1.2,6.3,29.4
495,7723350,0.8,0.7,6.2,27.0,2.8,1.9,4.6,8.1,0.6,1.6,9.0,48.4,1.9,5.4,13.2,24.0,0.5,2.7,29.7,269.3,0.5,2.5,13.0,50.0,0.6,1.0,6.4,30.8
496,7723360,1.3,0.0,7.7,31.6,1.7,2.0,4.9,8.0,1.1,0.3,13.6,57.3,2.0,7.0,13.9,23.0,1.1,0.3,36.8,290.5,1.1,0.4,14.8,58.6,1.1,0.4,8.2,35.7
497,7723370,1.5,0.0,7.0,27.4,2.4,1.9,4.2,8.1,1.2,0.1,9.6,50.9,2.5,6.2,13.1,23.1,1.4,0.1,16.3,265.6,1.2,0.2,10.4,49.0,1.2,0.1,5.4,30.8
498,7724100,1.1,0.2,19.6,35.1,2.4,3.0,5.0,7.0,0.7,5.1,35.9,64.5,1.0,7.0,12.5,23.9,0.6,30.5,242.7,292.1,0.6,1.0,27.4,68.3,0.6,1.0,15.3,42.9
499,7724110,0.6,3.8,18.4,38.6,2.2,2.9,5.0,7.5,0.3,10.3,33.8,66.1,0.8,7.0,13.0,24.0,0.4,31.0,233.1,292.4,0.6,3.2,28.7,72.3,0.6,1.9,16.0,45.3
500,7724120,0.6,2.3,19.6,38.1,1.9,3.0,5.0,7.1,0.3,11.2,36.1,65.9,0.5,6.8,12.9,23.9,0.2,37.2,240.3,292.5,0.4,3.1,29.2,71.8,0.4,2.4,16.3,44.5
501,7724130,0.8,1.5,20.1,38.1,1.6,3.0,5.0,7.0,0.3,9.7,37.4,66.1,0.6,6.6,12.5,23.6,0.2,41.5,242.6,293.0,0.3,2.2,28.1,72.5,0.3,1.9,17.3,44.0
502,7724140,1.2,0.0,19.0,37.2,1.6,3.0,5.0,7.0,0.6,2.8,36.6,64.9,1.0,6.5,12.0,22.9,0.5,24.5,241.3,291.5,0.5,1.9,25.0,70.4,0.5,1.9,16.0,42.2
503,7724210,0.6,3.1,15.0,35.4,1.8,2.0,5.0,8.0,0.8,2.9,30.9,59.8,1.3,6.2,13.0,23.7,0.3,11.9,173.7,280.7,0.5,2.2,23.5,64.0,0.5,1.2,14.2,40.1
504,7724220,0.4,5.1,16.8,39.1,1.4,2.1,5.0,7.7,0.6,8.0,32.3,63.3,0.8,6.0,13.0,23.1,0.5,11.8,209.3,286.7,0.4,3.7,26.7,71.0,0.7,1.8,15.7,42.5
505,7724230,0.6,3.9,14.7,33.6,1.3,2.0,4.9,8.0,0.5,2.3,28.0,55.6,1.7,6.0,12.9,23.0,0.5,5.5,98.8,272.9,0.5,4.4,24.3,59.8,0.5,2.2,14.7,36.7
506,7724240,0.4,3.7,16.5,34.2,0.9,2.0,4.8,8.0,0.3,3.4,29.8,55.3,1.4,6.0,12.8,23.0,0.3,4.5,97.3,271.5,0.4,4.9,24.6,62.4,0.5,2.4,15.6,38.1
507,7724250,0.5,3.6,17.5,37.0,0.6,2.0,5.0,7.4,0.4,3.0,33.0,58.7,1.2,6.0,13.0,23.0,0.5,5.2,149.5,279.3,0.4,4.3,26.3,67.3,0.4,2.9,16.5,40.0
508,7724310,0.6,1.8,17.2,35.1,0.9,2.0,5.0,7.2,0.6,2.0,31.9,55.5,1.5,6.0,12.7,23.4,0.5,4.3,108.7,273.7,0.6,2.4,27.0,65.5,0.6,2.4,16.7,37.8
509,7724320,0.6,1.6,19.8,38.6,1.0,2.3,5.0,7.0,0.6,3.9,33.9,65.7,1.2,6.0,12.2,22.4,0.6,7.9,226.0,290.5,0.7,1.1,27.5,73.0,0.7,1.1,17.6,43.4
510,7724340,0.6,1.9,15.5,35.8,1.0,2.0,5.0,8.0,0.5,2.6,29.6,56.9,2.2,6.6,12.5,23.6,0.9,1.4,84.1,279.4,0.4,1.7,23.4,63.2,0.6,1.5,14.6,37.2
511,7724350,1.0,0.6,11.5,33.9,1.4,2.0,4.5,8.0,1.0,0.8,17.8,54.8,2.6,6.9,13.0,23.9,1.4,0.0,26.6,278.5,0.6,2.6,21.4,56.7,0.4,2.7,13.3,34.9
512,7725110,0.7,1.0,12.1,26.3,2.3,2.0,3.9,8.0,1.3,0.2,14.5,43.3,2.6,4.6,12.0,23.0,0.9,0.8,26.7,179.3,0.6,1.4,21.0,49.3,1.3,0.0,13.4,30.9
513,7725120,0.8,0.7,16.1,28.9,1.4,2.0,4.0,8.0,0.5,1.5,23.2,45.9,1.7,5.0,12.0,23.0,1.0,1.2,45.9,235.5,0.4,3.2,26.5,53.0,0.8,0.8,15.9,33.1
514,7725130,0.9,0.7,18.7,28.0,1.4,2.0,3.2,8.0,0.7,2.2,24.6,44.1,1.0,5.3,12.0,23.9,0.4,3.5,37.7,222.7,0.5,2.1,29.6,51.1,0.5,1.9,17.6,31.9
515,7725140,0.6,1.0,15.0,24.0,1.9,2.0,3.0,7.7,1.1,0.3,18.3,39.5,1.4,4.3,12.0,24.5,0.8,2.7,24.6,191.0,0.6,2.8,28.3,43.4,0.9,1.2,17.5,27.2
516,7725150,0.5,0.7,18.6,30.6,1.4,2.0,3.3,7.6,0.4,1.4,26.9,47.0,0.8,5.6,11.9,23.8,0.4,2.5,45.5,230.3,0.5,2.0,29.0,53.9,0.7,1.2,17.9,32.6
