,postal_code,Distance GP,Within 1 km GP,Within 3 km GP,Within 5 km GP,Distance Hospital,Within 5 km Hospital,Within 10 km Hospital,Within 20 km Hospital,Distance Supermarket,Within 1 km Supermarket,Within 3 km Supermarket,Within 5 km Supermarket,Distance Department Store,Within 5 km Department Store,Within 10 km Department Store,Within 20 km Department Store,Distance Restaurant,Within 1 km Restaurant,Within 3 km Restaurant,Within 5 km Restaurant,Distance Day Care,Within 1 km Day Care,Within 3 km Day Care,Within 5 km Day Care,Distance School,Within 1 km School,Within 3 km School,Within 5 km School
285,5032801,0.6,2.1,11.6,23.4,2.9,1.0,5.9,26.2,0.7,2.0,20.9,31.0,1.2,3.1,17.4,55.5,0.6,14.4,145.4,165.2,0.3,6.9,39.7,76.0,0.6,2.8,16.5,34.2
286,5032802,0.3,1.9,10.2,24.9,3.2,1.0,5.9,26.9,0.3,1.4,19.0,32.3,1.5,3.1,17.3,55.0,0.2,6.1,144.5,169.4,0.2,6.3,35.7,77.3,0.2,2.5,14.8,35.3
287,5032803,0.3,1.1,9.8,24.5,3.3,1.0,5.0,26.7,0.3,1.9,17.8,32.3,1.8,3.0,16.9,55.0,0.4,2.1,142.5,165.8,0.2,6.2,34.8,74.5,0.2,2.0,13.8,35.1
288,5032806,0.7,1.0,7.2,24.2,3.6,1.0,4.2,25.7,0.5,2.0,14.9,32.1,2.1,3.0,14.4,55.0,0.6,1.3,136.3,165.5,0.5,5.3,31.7,67.8,0.7,2.0,11.3,31.2
289,5032807,1.1,0.1,6.8,20.1,4.0,1.0,4.0,25.0,0.4,1.1,12.5,27.9,2.5,2.4,12.2,55.0,1.3,0.0,121.5,158.8,0.2,1.4,27.4,63.0,1.2,0.0,10.3,26.1
290,5032809,1.0,0.9,10.8,21.6,3.0,1.0,5.0,25.0,1.1,0.3,19.1,27.7,1.5,2.0,13.6,55.0,0.9,0.9,142.6,157.6,0.3,2.6,34.9,69.1,1.1,0.2,14.6,29.3
291,5460000,0.7,4.6,27.5,44.8,2.2,3.0,5.1,17.0,0.4,7.7,22.0,39.3,0.8,6.0,11.4,39.7,0.0,139.3,209.5,255.5,0.4,3.7,46.9,88.4,0.4,2.4,17.3,49.1
292,5460001,0.5,4.1,28.3,44.7,2.1,3.0,5.2,17.0,0.7,5.9,23.1,39.3,0.7,6.0,11.6,39.7,0.1,129.7,211.5,255.7,0.6,3.0,47.4,88.4,0.5,2.4,17.7,49.6
293,5460002,0.4,7.8,27.2,45.5,2.7,3.0,5.0,16.4,0.2,7.5,22.2,40.4,1.0,6.0,10.4,38.9,0.1,86.3,206.2,259.3,0.2,5.9,44.7,87.8,0.3,3.0,19.0,49.8
294,5460003,0.5,6.4,23.8,44.2,3.0,3.0,5.0,16.0,0.2,7.5,22.5,38.1,1.1,5.9,10.0,38.1,0.2,64.4,211.5,255.8,0.5,7.1,46.3,86.3,0.8,1.7,20.9,47.9
295,5460100,0.9,1.0,27.4,42.0,1.9,3.0,5.9,17.0,0.2,7.0,22.5,40.1,0.2,6.0,12.0,39.9,0.1,145.2,213.0,253.5,0.8,1.7,49.8,89.4,1.0,0.8,18.6,48.9
296,5460101,0.6,3.3,26.9,40.7,2.2,3.0,5.3,17.0,0.4,6.5,24.5,38.6,0.6,6.0,11.8,38.3,0.1,100.8,214.7,253.3,0.4,2.7,48.0,84.8,0.9,1.0,21.2,46.7
297,5460102,0.6,5.2,25.6,44.0,2.6,3.0,5.0,17.0,0.2,8.5,22.2,38.9,0.7,6.0,10.7,38.9,0.0,108.2,209.0,254.4,0.4,4.0,49.6,86.9,0.7,1.9,20.3,47.9
298,5460103,0.3,4.5,24.7,43.2,2.8,3.0,5.0,16.7,0.2,7.6,22.8,38.7,1.0,6.0,10.1,38.2,0.2,75.5,212.2,253.6,0.2,4.7,49.4,86.4,0.9,1.3,21.6,47.3
299,5460104,0.9,1.2,27.2,44.8,1.6,2.7,6.0,17.0,0.4,5.7,22.6,41.4,0.5,6.0,12.0,40.0,0.0,124.1,214.7,253.8,0.9,2.4,49.1,93.5,0.9,1.4,18.7,50.1
300,5460105,0.5,3.5,28.4,41.0,2.1,3.0,5.9,17.0,0.4,6.0,25.3,39.3,0.7,6.0,12.0,38.4,0.2,95.0,218.4,253.3,0.3,3.3,51.3,85.7,0.7,1.0,24.3,46.9
301,5460106,0.5,4.0,26.7,40.4,2.5,3.0,5.4,17.0,0.7,5.0,25.2,38.4,1.2,6.0,11.2,36.4,0.1,42.8,214.8,252.8,0.6,2.4,49.9,83.7,1.0,0.5,25.3,46.0
302,5460107,0.2,2.1,23.4,40.7,3.0,3.0,5.0,16.2,0.3,5.0,24.4,37.8,1.3,6.0,10.0,37.2,0.3,42.7,212.9,251.3,0.4,4.1,46.1,83.4,1.2,0.2,22.6,44.8
303,5460108,0.9,0.9,27.2,42.6,1.6,3.0,6.0,17.0,0.2,5.1,23.8,41.8,0.5,6.0,12.0,39.5,0.1,122.8,215.4,256.6,0.6,5.3,50.2,94.3,0.8,1.2,20.1,50.3
304,5460109,0.6,2.2,21.3,39.2,3.2,3.0,4.3,16.2,0.7,3.0,25.5,35.5,1.7,5.5,9.7,36.0,0.3,10.8,210.3,248.6,0.3,4.4,42.1,79.0,1.2,0.2,19.7,40.7
305,5460200,1.0,0.4,28.0,42.0,1.4,2.5,6.0,17.1,0.5,3.5,22.2,41.3,0.6,6.0,12.0,39.3,0.4,69.3,210.1,257.6,0.5,6.5,49.7,93.4,0.6,1.0,21.0,50.7
306,5460300,1.1,0.5,19.0,39.5,1.7,2.8,6.0,17.0,1.2,0.3,18.1,37.4,1.3,6.0,11.7,36.4,0.7,6.1,189.9,249.3,0.3,2.4,37.7,80.7,1.1,0.6,19.0,44.8
307,5460301,0.5,3.0,22.7,40.5,2.1,2.9,5.9,17.0,0.7,3.3,21.5,38.5,1.4,6.0,11.6,36.1,0.5,18.6,201.8,250.4,0.5,3.2,45.1,80.9,0.8,1.3,22.9,44.8
308,5460302,0.6,2.5,19.4,38.2,2.8,2.9,4.5,16.7,0.7,2.7,22.2,33.8,1.7,5.9,9.7,34.6,0.5,4.7,191.6,244.2,0.3,4.0,42.7,74.2,0.5,2.7,21.6,38.3
309,5460400,0.4,1.0,18.8,34.7,2.2,3.0,3.0,16.1,0.3,1.0,19.5,31.4,2.5,5.0,8.0,34.8,0.5,1.9,160.6,234.1,0.4,3.0,32.6,66.5,1.0,0.6,15.7,33.2
310,5460401,0.7,2.4,22.3,38.4,2.8,3.0,3.9,16.0,0.7,1.9,24.4,35.1,1.9,5.0,9.3,35.6,0.3,4.9,208.4,246.5,0.4,6.5,37.0,77.5,0.7,2.3,18.4,39.0
311,5460402,0.4,2.5,20.6,41.0,3.3,3.0,3.7,16.0,1.2,0.1,21.7,36.0,2.2,5.0,9.1,36.2,0.7,1.3,200.5,248.2,0.3,6.5,33.5,79.7,0.3,3.0,15.4,41.4
312,5460403,0.2,6.4,21.8,43.0,3.5,3.0,4.1,16.3,0.9,2.3,21.6,37.7,1.8,5.2,9.9,37.6,0.7,10.1,205.9,255.0,0.3,7.9,35.1,82.3,0.5,3.2,15.3,45.0
313,5460404,0.5,7.1,23.2,44.1,3.7,3.0,4.2,17.0,0.9,2.3,22.0,39.5,1.6,6.0,9.7,39.7,0.4,8.1,201.4,264.5,0.3,6.9,31.5,84.5,0.6,3.2,13.7,44.3
314,5460405,0.2,8.9,26.2,45.5,3.2,3.0,5.0,17.0,0.3,5.0,23.2,40.5,1.1,6.4,10.0,40.6,0.3,35.7,207.1,266.1,0.3,7.2,40.0,87.7,0.3,3.4,16.1,46.9
315,5460406,0.7,2.6,22.1,40.9,4.1,2.9,4.4,16.7,0.4,2.0,17.9,39.1,1.3,5.3,9.2,39.4,0.3,6.5,195.0,257.2,0.7,2.5,27.3,79.8,1.1,0.5,11.9,40.0
316,5460408,0.7,1.0,11.2,29.5,2.8,1.4,3.0,14.8,0.7,1.0,13.0,30.6,3.1,5.0,8.0,34.9,1.0,0.4,66.5,228.0,0.4,2.9,22.3,56.2,1.5,0.2,10.1,28.7
317,5460500,0.3,6.1,27.6,44.2,2.6,2.6,5.0,17.1,0.8,2.5,22.9,40.1,1.1,6.4,10.7,40.3,0.4,46.7,208.3,260.8,0.4,4.8,43.3,86.8,0.7,3.1,17.2,47.3
318,5460501,0.3,2.5,27.1,42.6,2.2,2.0,5.0,17.9,1.0,0.3,22.7,39.3,1.2,6.0,11.0,40.0,0.3,30.4,209.5,255.4,0.2,2.6,45.4,85.9,0.9,1.8,19.9,45.4
319,5460502,0.5,3.3,24.1,37.6,3.8,2.1,5.2,16.7,0.5,3.3,18.2,33.9,0.8,4.2,10.0,40.3,0.4,9.5,172.7,247.0,0.4,4.7,34.1,73.0,0.7,1.6,16.9,35.0
320,5460503,0.4,2.8,24.1,37.3,3.7,2.0,5.4,16.7,0.5,1.8,17.1,32.6,0.8,4.0,10.4,40.7,0.4,5.2,141.1,239.5,0.4,4.6,34.0,68.2,0.5,2.0,20.1,30.8
321,5460504,0.4,3.3,22.4,40.6,2.9,2.0,5.0,17.0,0.9,1.0,20.6,36.7,0.8,5.2,11.0,40.1,0.4,4.9,195.1,249.1,0.5,3.9,38.1,78.4,0.6,2.3,18.7,37.1
322,5460505,2.0,0.0,12.1,32.8,5.4,0.3,3.9,16.3,2.0,0.0,8.6,28.4,2.5,3.7,8.8,38.3,0.9,0.8,48.2,219.4,2.0,0.0,13.8,53.3,2.4,0.0,7.3,24.8
323,5460506,0.5,5.0,23.8,40.2,3.0,2.0,5.0,17.0,0.5,2.4,21.0,38.0,0.6,5.5,11.0,40.2,0.4,8.4,205.0,257.4,0.3,5.4,41.6,80.9,0.4,2.5,19.2,40.8
324,5460507,0.5,1.1,23.0,36.2,4.3,1.9,5.9,17.0,0.4,1.3,15.2,31.2,1.3,4.0,10.0,41.9,0.4,3.4,74.5,233.7,0.4,2.8,28.9,62.0,0.4,1.0,16.2,28.5
325,5460600,0.6,2.8,28.1,43.2,1.6,2.0,5.6,17.5,0.7,2.4,23.8,38.5,0.9,5.7,11.8,40.0,0.2,69.4,212.7,251.4,0.7,3.6,47.1,87.8,0.7,2.7,19.1,47.6
326,5460601,0.6,1.8,21.0,42.5,1.7,2.0,5.1,18.2,0.7,0.9,18.1,35.8,1.5,5.1,11.4,40.3,0.6,1.8,197.2,242.1,0.4,3.1,35.4,87.7,0.5,2.6,16.7,44.7
327,5460602,0.4,2.3,16.1,40.2,2.4,2.0,5.0,18.1,0.5,0.9,14.6,34.8,2.0,5.1,11.0,39.9,0.5,2.0,162.5,238.9,0.3,4.8,30.1,82.4,0.7,2.5,16.0,39.4
328,5460700,0.9,1.4,17.7,42.8,0.8,2.0,6.0,17.3,1.3,0.3,17.6,39.1,1.3,6.6,12.0,38.8,0.5,7.6,197.5,254.7,0.6,5.8,33.8,90.8,0.9,1.6,15.3,49.1
329,5460701,0.6,1.4,18.7,41.4,0.9,2.0,5.7,16.9,1.3,0.2,20.1,39.5,1.3,6.7,11.6,37.8,0.7,4.9,184.2,253.5,0.3,8.0,36.2,84.9,0.7,1.7,17.5,47.5
330,5460702,0.3,2.6,15.7,45.1,0.8,2.0,6.0,17.0,0.8,0.9,15.3,37.8,1.5,6.3,12.5,38.1,0.5,7.8,183.5,252.9,0.2,7.7,30.2,85.7,0.4,2.6,16.3,47.1
331,5460703,0.4,2.0,15.9,44.3,0.9,2.0,6.0,17.1,0.9,0.7,15.3,38.3,1.6,6.4,12.3,38.4,0.6,7.0,182.2,253.4,0.3,7.1,30.7,88.5,0.5,2.1,15.3,48.8
332,5460800,0.8,1.4,8.6,33.6,3.0,3.0,3.3,15.9,0.6,2.9,10.2,29.6,0.6,5.4,9.0,31.4,0.6,4.4,65.0,231.5,0.3,2.7,24.0,64.1,0.7,1.5,12.4,35.4
333,5460801,0.6,1.3,8.7,29.7,3.4,3.0,3.0,15.2,0.7,2.5,9.7,27.6,0.9,4.5,9.0,30.8,0.5,3.9,40.1,226.3,0.5,2.6,21.4,60.6,0.5,2.0,12.5,33.9
334,5460802,0.5,1.7,5.2,21.6,3.9,2.3,3.0,14.4,1.3,0.0,6.0,22.7,1.4,4.0,9.0,27.4,0.6,1.0,9.2,208.6,0.6,2.1,11.4,45.1,0.5,2.8,9.0,25.1
335,5460803,0.4,2.0,9.7,34.2,2.9,3.0,3.7,16.0,0.1,3.0,11.2,29.5,0.3,5.1,9.0,31.3,0.2,4.5,73.1,232.1,0.4,4.9,27.2,67.2,0.6,2.9,13.2,36.9
336,5460804,0.3,2.0,8.3,34.6,2.9,3.0,3.7,16.0,0.4,3.0,8.1,28.2,0.4,5.0,9.0,31.0,0.4,4.0,65.0,227.7,0.5,4.2,23.4,64.4,0.5,2.3,12.4,36.3
337,5460805,0.6,1.5,5.5,25.8,3.3,2.2,3.0,14.9,1.2,0.5,5.3,24.4,1.2,4.4,9.0,29.6,1.1,0.9,14.4,216.1,0.7,2.0,14.7,50.4,0.7,1.9,8.6,28.2
338,5460900,1.2,0.3,9.0,36.4,3.4,2.0,5.0,18.0,0.8,1.4,5.1,30.5,2.9,4.1,11.0,39.3,1.0,0.6,19.1,231.5,0.6,3.0,17.1,67.0,0.6,3.5,11.1,32.7
339,5460901,0.7,0.9,12.1,39.0,3.4,2.1,5.0,18.0,0.6,1.9,7.9,33.8,2.4,4.5,11.0,38.9,0.6,2.4,65.1,239.5,0.5,5.0,21.4,72.7,0.7,3.1,12.5,34.9
340,5460902,0.5,1.1,14.3,36.9,3.8,2.0,5.0,17.5,0.7,1.4,8.8,30.7,2.1,4.0,10.5,38.1,0.6,3.2,62.2,235.7,0.4,3.4,24.0,68.6,0.7,2.4,13.8,31.6
341,5460903,1.2,0.3,10.8,34.3,4.0,2.0,5.0,17.4,0.9,1.1,6.8,28.3,2.4,4.0,10.4,37.7,0.8,2.1,23.5,230.2,0.7,1.8,20.2,63.4,0.5,3.0,12.6,29.7
342,5990110,0.5,3.8,37.0,70.5,0.8,7.5,11.9,24.2,0.3,7.6,58.9,106.8,0.8,9.5,21.8,45.0,0.1,120.7,486.6,656.5,0.4,6.5,92.3,193.4,0.6,3.1,35.5,82.6
343,5990111,0.4,4.8,39.1,77.6,0.9,7.7,11.5,24.6,0.3,10.4,56.7,118.8,0.9,10.0,22.0,47.7,0.1,102.5,484.4,674.9,0.2,15.5,90.0,204.8,0.3,3.6,39.9,88.5
344,5990112,0.6,2.8,42.7,77.8,0.7,7.8,11.2,23.8,0.2,9.9,63.7,116.9,0.7,9.6,22.0,46.5,0.1,149.8,516.7,670.2,0.3,8.9,94.6,206.5,0.5,3.2,38.1,89.6
345,5990113,0.8,3.6,40.8,75.7,1.4,7.0,12.0,25.6,0.4,8.3,60.6,118.4,0.5,10.6,22.1,47.8,0.2,109.0,497.7,679.9,0.3,10.4,100.7,202.5,0.6,2.3,39.1,87.3
346,5990118,0.5,1.0,29.3,73.6,1.0,8.0,11.7,22.7,0.6,1.6,46.7,111.4,1.6,9.0,21.5,43.7,0.1,37.7,451.0,655.0,0.5,3.4,61.7,197.2,0.9,1.1,22.8,87.7
347,5990119,0.6,4.3,34.5,78.1,0.7,8.0,11.8,23.6,0.4,6.8,56.2,120.3,1.5,10.3,22.8,45.4,0.2,66.6,455.5,683.0,0.4,9.4,75.6,204.1,0.6,1.4,31.3,90.8
348,5990320,0.6,2.5,23.4,69.7,1.6,7.1,11.2,23.9,0.5,4.3,37.5,113.7,1.9,10.2,20.7,44.2,0.2,31.5,285.5,656.1,0.3,5.4,60.1,178.4,0.4,2.0,25.1,79.9
349,5990321,0.4,3.4,21.7,62.5,2.1,6.1,9.6,24.1,0.3,5.6,34.6,102.0,1.5,7.7,18.3,43.6,0.2,29.9,210.4,610.1,0.2,10.1,59.6,149.1,0.3,6.2,24.8,65.9
350,5990322,0.4,7.1,24.4,61.5,2.2,6.2,9.3,24.8,0.4,9.2,38.0,102.1,1.0,7.3,18.7,44.4,0.2,34.9,235.9,609.2,0.2,13.9,62.8,154.5,0.3,8.6,26.7,68.0
351,5990323,0.3,4.6,24.7,53.7,2.9,6.4,9.0,25.0,0.4,4.6,37.4,86.2,1.1,7.0,17.1,45.2,0.2,15.2,191.8,557.8,0.2,12.3,61.7,134.6,0.3,6.4,26.1,59.7
352,5990324,0.4,8.8,29.6,70.6,1.9,6.3,10.6,25.4,0.3,7.9,44.4,111.6,0.6,9.7,20.9,45.9,0.2,38.6,346.1,651.5,0.3,15.4,73.6,174.0,0.3,6.0,32.8,73.4
353,5990325,0.3,7.6,35.5,75.3,1.2,7.7,11.6,25.3,0.3,8.7,51.1,117.3,1.1,10.7,22.1,47.3,0.2,56.0,440.7,686.3,0.2,19.6,84.1,197.8,0.4,5.5,37.1,84.6
354,5990327,0.4,2.3,21.2,40.5,3.6,4.6,9.0,24.1,0.3,3.1,32.3,66.2,1.7,6.5,15.4,44.8,0.3,4.3,113.3,390.6,0.3,7.3,56.3,112.8,0.4,3.7,27.4,52.8
355,5990328,0.9,1.4,22.2,41.7,3.6,5.0,9.0,24.3,0.7,2.0,29.3,66.1,2.0,7.0,16.0,45.3,0.4,4.2,119.9,427.9,0.3,6.0,54.4,108.2,0.4,3.0,24.3,49.2
356,5990329,0.3,1.0,19.7,56.1,2.4,5.6,10.1,22.9,0.3,2.4,27.9,90.8,2.4,7.8,18.5,42.4,0.4,6.6,171.2,573.3,0.3,3.0,49.3,136.7,0.5,1.6,20.6,61.4
357,5990451,0.4,3.0,11.3,50.6,2.8,3.8,9.9,28.0,0.4,3.8,13.0,76.1,0.7,6.8,18.5,52.7,0.3,7.5,41.3,459.2,0.4,2.3,23.0,132.5,0.4,1.6,11.5,55.3
358,5990454,3.6,0.0,0.8,5.4,5.2,0.5,8.5,30.1,3.1,0.0,1.2,6.6,4.0,1.1,14.3,56.1,2.5,0.2,3.2,24.4,2.5,0.0,1.3,13.0,2.8,0.0,0.9,6.1
359,5990455,2.2,0.0,8.4,33.1,1.8,1.7,10.0,26.4,2.1,0.0,6.6,46.3,2.9,6.8,18.3,50.2,1.7,0.1,32.9,311.9,0.5,2.5,29.5,90.4,2.0,0.0,10.6,37.0
360,5990456,0.9,1.6,4.9,38.4,3.1,1.5,10.0,29.7,0.9,2.0,6.0,54.4,1.1,4.4,17.2,54.1,0.7,4.4,20.8,247.7,0.6,1.8,10.5,106.0,0.7,1.3,3.6,45.2
361,5990457,1.3,0.0,4.0,32.8,3.1,1.0,10.0,29.1,1.3,0.0,5.0,42.1,1.5,4.3,16.7,54.0,0.8,2.6,16.0,159.9,0.9,0.7,12.0,85.1,0.9,0.7,3.0,35.2
362,5990515,0.4,6.6,36.4,65.8,1.8,7.0,12.0,25.7,0.4,7.7,50.5,97.1,1.2,11.0,20.5,46.6,0.2,51.1,442.0,635.0,0.4,9.7,89.0,184.8,0.5,4.9,34.6,78.6
363,5990516,0.6,4.4,39.3,66.3,1.8,7.0,12.0,26.1,0.5,6.0,53.1,102.2,1.2,11.0,19.7,47.0,0.2,35.2,449.4,635.6,0.4,7.3,91.7,180.7,0.4,3.4,35.6,77.0
364,5990531,0.3,6.8,34.9,62.1,1.0,7.0,11.5,26.7,0.5,5.5,47.1,91.1,2.0,10.6,19.4,46.7,0.2,22.9,380.9,612.5,0.2,12.8,89.2,167.4,0.4,6.7,34.3,69.9
365,5990532,0.3,3.9,39.6,62.8,1.6,6.8,11.5,27.0,0.3,4.7,51.8,96.0,1.5,10.5,20.5,47.2,0.2,17.6,396.7,616.6,0.4,8.2,90.7,163.6,0.4,4.9,35.1,68.7
366,5990534,0.3,7.6,30.1,60.8,1.5,7.0,11.3,25.7,0.3,8.8,42.7,85.8,2.2,10.3,19.9,46.3,0.3,32.7,358.4,603.3,0.2,15.0,81.1,166.7,0.4,4.6,32.5,67.6
367,5990535,0.5,6.2,30.9,62.4,2.1,7.0,11.7,25.1,0.3,8.9,46.5,89.0,1.9,10.7,20.9,45.2,0.2,42.1,392.5,610.6,0.2,13.4,79.0,169.1,0.3,5.9,31.8,68.6
368,5990660,0.6,1.6,9.2,29.0,2.7,1.2,10.5,23.2,0.5,2.1,12.0,35.3,0.8,4.1,17.7,41.8,0.3,6.2,49.3,224.9,0.3,7.6,35.8,84.6,0.4,3.9,13.1,36.2
369,5990661,0.3,3.1,22.2,50.6,1.8,6.7,11.0,24.6,0.5,2.7,26.9,69.3,2.2,9.9,18.6,44.4,0.3,12.7,129.1,515.6,0.3,5.5,63.2,136.8,0.4,1.7,28.6,54.9
370,5990662,0.7,0.8,9.2,31.8,3.8,1.3,9.9,23.8,0.7,2.5,11.1,37.4,0.8,4.6,19.8,43.8,0.5,10.8,47.4,200.8,0.4,3.2,31.9,91.4,0.7,1.4,15.0,40.8
371,5990664,0.8,0.9,6.5,37.0,4.1,1.9,12.1,24.8,1.9,0.1,9.0,50.0,2.5,8.0,21.2,43.9,0.8,1.4,33.3,218.5,0.6,3.2,18.1,105.9,1.2,0.3,9.8,51.2
372,5990665,0.8,0.9,5.7,32.9,4.6,1.1,10.8,24.5,0.6,2.3,7.1,36.9,1.0,4.5,20.0,44.4,0.5,6.7,36.5,149.0,0.4,3.7,22.5,86.8,0.4,3.8,10.5,42.3
373,5990814,0.4,6.5,33.3,63.3,1.2,7.0,12.9,25.0,0.3,9.6,52.6,92.5,1.2,10.6,21.2,43.6,0.2,71.4,440.7,624.0,0.3,12.4,84.5,176.8,0.3,6.3,32.5,73.2
374,5990836,0.3,2.7,26.5,56.6,2.1,7.0,12.1,24.6,0.4,2.9,39.8,77.1,2.0,10.4,21.0,43.5,0.4,8.0,346.5,568.9,0.2,7.0,62.1,153.8,0.3,3.5,26.6,59.2
375,5990837,0.4,5.7,28.5,61.1,1.6,7.0,12.9,24.9,0.4,6.0,45.9,86.2,1.5,11.1,21.0,43.7,0.3,22.2,391.3,600.3,0.2,12.3,73.0,163.9,0.2,7.4,30.6,65.0
376,5990841,0.4,3.9,21.0,57.5,0.9,7.0,12.7,23.7,0.3,7.7,38.3,84.1,0.6,10.0,20.7,42.5,0.2,34.2,348.6,587.2,0.3,10.8,55.3,151.0,0.5,4.2,23.2,58.8
377,5990842,0.6,1.6,13.7,48.9,0.6,6.7,12.5,22.3,0.6,3.8,22.5,70.4,0.9,8.5,21.2,43.9,0.4,16.6,171.7,513.1,0.3,8.9,38.7,125.6,0.6,3.6,16.4,49.9
378,5990845,0.8,0.7,4.9,27.7,2.1,4.7,12.8,20.7,0.8,1.1,10.4,45.8,2.3,6.6,21.5,40.4,0.7,2.0,62.7,394.0,0.7,1.8,20.8,78.1,0.7,0.8,7.2,32.8
379,5990847,1.0,0.6,17.6,57.5,0.9,6.8,12.7,22.0,0.7,4.5,31.3,81.8,0.9,8.6,21.0,42.8,0.2,22.0,308.3,579.3,0.4,6.2,45.3,147.4,0.8,1.3,19.5,59.9
380,5991017,0.3,2.8,24.2,77.3,1.7,7.5,12.9,21.8,0.4,4.3,47.6,117.8,1.1,9.4,21.5,43.3,0.2,25.0,391.9,657.4,0.8,4.3,68.2,199.2,0.8,1.4,28.7,93.0
381,5991079,0.3,3.6,22.8,74.9,2.4,7.0,12.8,21.5,0.3,6.7,39.1,110.7,0.6,9.2,21.6,43.0,0.2,17.6,270.8,636.1,0.2,12.4,62.5,183.0,0.3,5.1,28.8,83.9
382,5991080,0.6,3.5,26.0,51.5,1.3,3.7,12.5,21.8,0.5,4.0,38.3,71.3,1.7,5.3,18.2,41.0,0.3,9.2,100.1,278.4,0.4,8.0,66.1,130.1,0.4,4.2,35.7,62.9
383,5991081,0.4,6.7,28.6,53.7,1.1,6.5,11.8,21.2,0.3,8.4,43.8,87.7,1.3,6.4,19.7,42.3,0.2,21.5,136.5,503.5,0.2,15.5,73.9,138.7,0.3,9.7,37.8,63.6
384,5991082,0.3,7.3,25.4,52.5,1.8,6.7,13.0,22.2,0.3,7.1,40.7,83.0,1.4,6.3,20.1,42.8,0.2,13.2,126.3,459.6,0.2,15.7,66.1,133.8,0.2,8.2,33.5,61.6
385,5991085,0.4,2.0,18.5,50.4,2.8,6.1,10.7,20.7,0.3,2.8,31.1,83.8,1.5,6.3,18.9,40.8,0.4,16.0,127.6,530.6,0.4,4.4,51.3,128.9,0.4,1.4,24.5,58.8
386,5991086,0.3,5.4,25.4,69.1,2.1,6.3,12.6,21.5,0.3,8.5,43.9,108.2,0.6,8.4,20.4,42.6,0.2,21.1,202.5,602.0,0.2,15.2,69.3,172.1,0.3,7.9,32.8,78.3
387,5991087,0.7,1.9,18.4,63.5,2.8,7.0,12.4,21.5,0.5,3.4,29.1,99.6,1.1,8.3,21.3,42.5,0.4,8.3,179.1,595.0,0.3,7.5,47.6,162.0,0.4,3.0,23.8,72.9
388,5991088,0.9,0.9,17.5,68.1,1.9,7.5,11.3,21.0,0.3,2.6,34.2,104.4,2.0,8.7,21.2,41.3,0.3,7.2,322.3,631.2,0.5,1.8,42.2,170.5,1.4,0.0,18.0,73.9
389,5991283,1.6,0.0,11.6,34.8,3.9,2.7,13.5,22.3,1.5,0.1,13.7,46.2,2.4,3.3,19.2,41.0,0.6,3.0,33.4,165.6,0.7,1.9,31.3,94.5,1.0,0.7,14.4,44.6
390,5991284,0.4,2.4,21.3,49.2,2.4,2.0,12.3,22.0,0.6,3.2,19.6,62.0,2.5,4.0,15.5,40.2,0.4,5.8,42.9,148.3,0.5,4.5,38.5,123.2,0.5,2.6,20.9,61.3
391,5991289,0.6,2.8,13.8,38.9,2.5,2.1,13.0,22.8,0.6,2.2,13.4,40.5,1.2,3.1,17.7,40.7,0.6,2.9,27.5,101.9,0.5,4.5,31.5,89.8,0.5,1.9,13.7,44.9
392,5991290,0.6,0.9,8.1,20.2,4.0,2.3,12.3,22.1,0.6,0.9,7.6,20.2,2.7,1.7,16.2,40.2,0.6,0.9,8.8,51.5,0.3,6.9,23.8,49.1,0.5,2.6,9.5,23.5
393,5991391,0.5,1.0,1.0,1.4,9.0,0.0,1.9,17.0,0.5,1.0,1.0,1.8,5.7,0.0,4.9,28.0,0.4,1.9,2.0,5.2,0.5,1.0,1.0,2.8,0.5,2.0,2.0,2.8
394,5991444,1.2,0.4,8.3,28.9,2.1,3.8,13.2,21.1,0.6,1.2,11.4,41.9,1.3,7.0,20.5,40.5,0.9,0.8,29.0,160.6,0.9,2.7,26.6,84.2,1.1,1.0,12.4,40.7
395,5991446,1.0,0.6,3.6,15.3,3.8,4.6,13.2,21.0,1.7,0.0,3.1,26.8,3.7,6.0,20.0,39.2,0.2,2.3,8.5,91.0,1.1,0.2,8.1,59.1,1.2,0.1,3.2,29.3
396,5991448,1.0,0.8,9.1,31.2,1.8,2.8,13.1,22.2,0.8,1.1,11.7,42.4,0.9,7.1,20.2,41.9,0.8,1.6,31.9,121.5,0.4,4.5,24.2,86.2,0.4,2.0,12.6,43.1
397,5991449,0.5,2.6,9.9,28.7,2.4,2.0,12.1,23.6,0.5,2.9,12.5,38.0,0.8,6.6,20.2,42.3,0.3,8.1,31.6,99.2,0.5,2.5,25.4,79.0,0.6,1.3,13.3,43.2
398,5991463,0.9,0.6,6.7,18.2,4.4,1.2,10.9,24.3,0.7,1.9,10.6,26.2,1.8,4.6,17.8,42.1,0.9,2.1,22.7,68.3,0.5,1.9,17.6,50.3,0.5,1.6,11.9,31.2
399,5991466,0.8,0.8,8.1,21.0,3.2,2.3,7.6,22.2,0.7,1.9,11.0,27.4,2.4,5.1,13.9,38.3,0.7,2.9,23.5,65.1,0.4,3.7,21.5,50.9,0.4,2.1,13.9,33.3
400,5991467,0.6,1.5,13.0,28.2,2.2,1.3,11.0,22.1,0.5,1.8,17.6,35.9,1.2,5.3,18.1,41.8,0.6,6.4,37.5,87.5,0.5,3.1,31.1,74.4,0.5,2.3,16.9,42.9
