"ID";"DistrictsAndNeighbourhoods";"MunicipalityName_1";"RegionType_2";"Encoding_3";"ChangeInDistrictOrNeighbourhood_4";"DistanceToGPPractice_5";"Within1Km_6";"Within3Km_7";"Within5Km_8";"DistanceToGPPost_9";"DistanceToPharmacy_10";"DistanceToHospital_11";"Within5Km_12";"Within10Km_13";"Within20Km_14";"DistanceToHospital_15";"Within5Km_16";"Within10Km_17";"Within20Km_18";"DistanceToYouthHealthCentre_19";"DistanceToPhysiotherapist_20";"Within1Km_21";"Within3Km_22";"Within5Km_23";"DistanceToLargeSupermarket_24";"Within1Km_25";"Within3Km_26";"Within5Km_27";"DistanceToShopForOtherDailyFood_28";"Within1Km_29";"Within3Km_30";"Within5Km_31";"DistanceToDepartmentStore_32";"Within5Km_33";"Within10Km_34";"Within20Km_35";"DistanceToCafeEtc_36";"Within1Km_37";"Within3Km_38";"Within5Km_39";"DistanceToCafeteriaEtc_40";"Within1Km_41";"Within3Km_42";"Within5Km_43";"DistanceToRestaurant_44";"Within1Km_45";"Within3Km_46";"Within5Km_47";"DistanceToHotelEtc_48";"Within5Km_49";"Within105km_50";"Within20Km_51";"DistanceToDaycareCentres_52";"Within1Km_53";"Within3Km_54";"Within5Km_55";"DistanceToOutOfSchoolCare_56";"Within1Km_57";"Within3Km_58";"Within5Km_59";"DistanceToSchool_60";"Within1Km_61";"Within3Km_62";"Within5Km_63";"DistanceToSchool_64";"Within3Km_65";"Within5Km_66";"Within10Km_67";"DistanceToSchool_68";"Within3Km_69";"Within5Km_70";"Within10Km_71";"DistanceToSchool_72";"Within3Km_73";"Within5Km_74";"Within10Km_75";"DistanceToPublicGreenTotal_76";"DistanceToPark_77";"DistanceToRecreationalTerrain_78";"DistanceToForest_79";"DistanceToOpenNatTerrainTotal_80";"DistanceToOpenDryNaturalTerrain_81";"DistanceToOpenWetNaturalTerrain_82";"DistanceToSemiPublicGreenTotal_83";"DistanceToSportsArea_84";"DistanceToAllotmentGarden_85";"DistanceToRecreationalArea_86";"DistanceToCemetery_87";"DistanceToRecreationalInlandWaters_88";"DistanceToMainRoadEntrance_89";"DistanceToTrainStationAllTypes_90";"DistanceToImportantTransferStation_91";"DistanceToLibrary_92";"DistanceToSwimmingPool_93";"DistanceToArtificialIceSkatingRink_94";"DistanceToMuseum_95";"Within5Km_96";"Within10Km_97";"Within20Km_98";"DistanceToPerformingArts_99";"Within5Km_100";"Within10Km_101";"Within20Km_102";"DistanceToPopMusicVenue_103";"DistanceToCinema_104";"Within5Km_105";"Within10Km_106";"Within20Km_107";"DistanceToSauna_108";"DistanceToTanningSalon_109";"DistanceToAttraction_110";"Within10Km_111";"Within20Km_112";"Within50Km_113";"DistanceToFireStation_114"
"9146";"BU05460502";"Leiden                                  ";"Neighbourhood";"BU05460502";"1";"     0.5";"     3.3";"    24.1";"    37.6";"     3.8";"     0.6";"     3.8";"     2.1";"     5.2";"    16.7";"     3.8";"     2.1";"     3.2";"     8.1";"       .";"       .";"       .";"       .";"       .";"     0.5";"     3.3";"    18.2";"    33.9";"     0.4";"     9.9";"   108.6";"   171.6";"     0.8";"     4.2";"    10.0";"    40.3";"     0.5";"     2.1";"    62.1";"    85.5";"     0.4";"     4.1";"    78.0";"   130.6";"     0.4";"     9.5";"   172.7";"   247.0";"     0.8";"    19.6";"    26.1";"   173.2";"     0.4";"     4.7";"    34.1";"    73.0";"     0.5";"     2.0";"    28.2";"    64.2";"     0.7";"     1.6";"    16.9";"    35.0";"     1.0";"     5.7";"    15.2";"    27.9";"     1.0";"     3.7";"    11.0";"    21.8";"     1.0";"     3.7";"    10.2";"    14.4";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     0.6";"     1.4";"     3.0";"     2.3";"     1.1";"     2.7";"     2.0";"    11.4";"    14.5";"    52.7";"     2.4";"     3.0";"     4.9";"    34.2";"     2.9";"     2.3";"     4.0";"     5.0";"    14.4";"     1.1";"     0.5";"     4.5";"     5.0";"    22.0";"    73.5";"     0.5"
"9147";"BU05460503";"Leiden                                  ";"Neighbourhood";"BU05460503";"1";"     0.4";"     2.8";"    24.1";"    37.3";"     3.7";"     0.4";"     3.7";"     2.0";"     5.4";"    16.7";"     3.7";"     2.0";"     3.4";"     8.3";"       .";"       .";"       .";"       .";"       .";"     0.5";"     1.8";"    17.1";"    32.6";"     0.5";"     4.6";"    99.5";"   168.5";"     0.8";"     4.0";"    10.4";"    40.7";"     0.9";"     0.9";"    46.2";"    84.1";"     0.5";"     2.3";"    64.9";"   128.0";"     0.4";"     5.2";"   141.1";"   239.5";"     1.1";"    20.2";"    27.2";"   175.7";"     0.4";"     4.6";"    34.0";"    68.2";"     0.5";"     2.1";"    30.3";"    59.6";"     0.5";"     2.0";"    20.1";"    30.8";"     0.7";"     4.4";"    14.7";"    28.4";"     0.7";"     3.1";"    10.7";"    22.1";"     0.7";"     2.4";"     9.7";"    14.8";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     0.8";"     1.5";"     3.1";"     2.5";"     1.1";"     2.5";"     2.5";"    11.0";"    14.9";"    53.2";"     2.9";"     3.0";"     5.0";"    35.6";"     3.2";"     2.8";"     4.0";"     5.0";"    14.8";"     0.9";"     1.2";"     5.1";"     5.0";"    22.0";"    73.1";"     1.1"
"9148";"BU05460504";"Leiden                                  ";"Neighbourhood";"BU05460504";"1";"     0.4";"     3.3";"    22.4";"    40.6";"     2.9";"     0.8";"     2.9";"     2.0";"     5.0";"    17.0";"     2.9";"     2.0";"     3.0";"     8.0";"       .";"       .";"       .";"       .";"       .";"     0.9";"     1.0";"    20.6";"    36.7";"     0.4";"     6.0";"   123.6";"   181.8";"     0.8";"     5.2";"    11.0";"    40.1";"     0.5";"     1.1";"    72.0";"    85.7";"     0.9";"     1.5";"    96.4";"   133.3";"     0.4";"     4.9";"   195.1";"   249.1";"     1.6";"    20.9";"    31.1";"   170.0";"     0.5";"     3.9";"    38.1";"    78.4";"     0.6";"     2.7";"    32.3";"    69.9";"     0.6";"     2.3";"    18.7";"    37.1";"     0.5";"     6.2";"    17.0";"    29.8";"     0.5";"     4.3";"    12.0";"    22.8";"     0.5";"     3.8";"    11.0";"    15.1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.5";"     1.4";"     2.3";"     1.9";"     0.7";"     1.7";"     1.8";"    11.0";"    16.9";"    51.6";"     2.1";"     3.0";"     4.6";"    33.6";"     2.4";"     2.0";"     4.0";"     5.0";"    13.8";"     0.6";"     1.3";"     4.7";"     4.9";"    22.0";"    73.7";"     1.2"
"9149";"BU05460505";"Leiden                                  ";"Neighbourhood";"BU05460505";"1";"     2.0";"     0.0";"    12.1";"    32.8";"     5.4";"     2.4";"     5.4";"     0.3";"     3.9";"    16.3";"     5.4";"     0.3";"     3.0";"     8.0";"       .";"       .";"       .";"       .";"       .";"     2.0";"     0.0";"     8.6";"    28.4";"     2.0";"     0.0";"    41.6";"   148.7";"     2.5";"     3.7";"     8.8";"    38.3";"     1.2";"     0.4";"    15.3";"    79.8";"     1.5";"     0.1";"    20.9";"   114.2";"     0.9";"     0.8";"    48.2";"   219.4";"     1.8";"    14.8";"    24.2";"   165.0";"     2.0";"     0.0";"    13.8";"    53.3";"     2.1";"     0.0";"    11.4";"    47.2";"     2.4";"     0.0";"     7.3";"    24.8";"     2.0";"     3.3";"     9.0";"    23.4";"     2.0";"     2.0";"     5.9";"    17.3";"     2.5";"     1.5";"     6.2";"    13.3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     0.9";"     2.1";"     4.2";"     3.3";"     2.8";"     4.5";"     3.3";"     9.3";"    13.9";"    50.5";"     3.5";"     2.8";"     3.8";"    31.8";"     4.1";"     3.4";"     3.6";"     4.9";"    13.5";"     2.8";"     2.4";"     5.3";"     4.0";"    21.7";"    72.9";"     2.1"
"9150";"BU05460506";"Leiden                                  ";"Neighbourhood";"BU05460506";"1";"     0.5";"     5.0";"    23.8";"    40.2";"     3.0";"     0.6";"     3.0";"     2.0";"     5.0";"    17.0";"     3.0";"     2.0";"     3.0";"     8.0";"       .";"       .";"       .";"       .";"       .";"     0.5";"     2.4";"    21.0";"    38.0";"     0.3";"    10.4";"   123.5";"   186.4";"     0.6";"     5.5";"    11.0";"    40.2";"     0.6";"     2.0";"    76.0";"    86.8";"     0.3";"     2.7";"    99.5";"   136.5";"     0.4";"     8.4";"   205.0";"   257.4";"     1.4";"    21.0";"    30.7";"   166.4";"     0.3";"     5.4";"    41.6";"    80.9";"     0.3";"     2.6";"    34.8";"    73.4";"     0.4";"     2.5";"    19.2";"    40.8";"     1.2";"     8.7";"    17.2";"    29.1";"     1.2";"     6.1";"    12.2";"    22.1";"     1.2";"     5.6";"    11.0";"    14.8";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.3";"     1.4";"     2.1";"     2.0";"     0.5";"     2.0";"     1.4";"    11.6";"    16.2";"    51.0";"     1.8";"     3.0";"     4.1";"    32.0";"     2.1";"     1.7";"     4.0";"     5.0";"    13.4";"     0.5";"     0.8";"     4.3";"     4.5";"    22.0";"    74.0";"     0.6"
"9151";"BU05460507";"Leiden                                  ";"Neighbourhood";"BU05460507";"1";"     0.5";"     1.1";"    23.0";"    36.2";"     4.3";"     0.4";"     4.3";"     1.9";"     5.9";"    17.0";"     4.3";"     1.9";"     4.0";"     9.0";"       .";"       .";"       .";"       .";"       .";"     0.4";"     1.3";"    15.2";"    31.2";"     0.3";"     2.7";"    73.3";"   159.3";"     1.3";"     4.0";"    10.0";"    41.9";"     1.3";"     0.1";"    19.4";"    84.0";"     0.4";"     2.3";"    36.1";"   123.5";"     0.4";"     3.4";"    74.5";"   233.7";"     0.9";"    19.1";"    26.1";"   176.5";"     0.4";"     2.8";"    28.9";"    62.0";"     0.5";"     0.9";"    23.7";"    53.8";"     0.4";"     1.0";"    16.2";"    28.5";"     0.3";"     4.0";"    13.0";"    27.1";"     0.3";"     3.0";"     9.7";"    21.1";"     0.3";"     2.0";"     8.2";"    14.1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     0.4";"     2.0";"     3.6";"     2.9";"     1.6";"     3.1";"     2.8";"    11.3";"    14.1";"    54.8";"     3.3";"     3.0";"     5.0";"    36.0";"     3.7";"     2.8";"     4.0";"     5.0";"    15.0";"     1.5";"     1.3";"     5.5";"     5.0";"    22.1";"    72.8";"     1.3"
"9152";"WK054606  ";"Leiden                                  ";"District     ";"WK054606  ";"1";"     0.5";"     2.2";"    20.1";"    41.6";"     2.0";"     0.7";"     2.0";"     2.0";"     5.1";"    18.0";"     2.0";"     2.0";"     3.0";"     8.5";"       .";"       .";"       .";"       .";"       .";"     0.6";"     1.2";"    17.6";"    35.9";"     0.4";"     9.6";"   111.4";"   179.5";"     1.6";"     5.2";"    11.3";"    40.1";"     1.0";"     4.8";"    67.3";"    83.0";"     0.5";"     6.9";"    92.8";"   128.5";"     0.5";"    13.4";"   185.2";"   242.3";"     0.9";"    21.0";"    33.6";"   164.5";"     0.4";"     3.9";"    35.2";"    85.5";"     0.5";"     3.6";"    26.3";"    76.0";"     0.6";"     2.6";"    16.8";"    43.0";"     1.6";"     7.9";"    18.7";"    29.0";"     1.6";"     6.4";"    13.7";"    22.0";"     1.6";"     5.7";"    11.6";"    15.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.5";"     1.6";"     1.7";"     1.9";"     1.9";"     0.9";"     1.2";"    10.3";"    17.0";"    50.2";"     1.9";"     3.0";"     4.0";"    33.3";"     2.0";"     1.6";"     3.6";"     5.0";"    13.0";"     1.5";"     1.6";"     4.6";"     4.0";"    21.9";"    72.4";"     2.3"
"9153";"BU05460600";"Leiden                                  ";"Neighbourhood";"BU05460600";"1";"     0.6";"     2.8";"    28.1";"    43.2";"     1.6";"     0.9";"     1.6";"     2.0";"     5.6";"    17.5";"     1.6";"     2.0";"     3.0";"     8.0";"       .";"       .";"       .";"       .";"       .";"     0.7";"     2.4";"    23.8";"    38.5";"     0.2";"    23.4";"   140.8";"   185.0";"     0.9";"     5.7";"    11.8";"    40.0";"     0.2";"    25.9";"    78.8";"    84.0";"     0.3";"    27.9";"   108.3";"   130.9";"     0.2";"    69.4";"   212.7";"   251.4";"     0.5";"    21.0";"    31.0";"   164.1";"     0.7";"     3.6";"    47.1";"    87.8";"     0.7";"     3.1";"    37.8";"    83.1";"     0.7";"     2.7";"    19.1";"    47.6";"     1.4";"    12.6";"    18.2";"    29.0";"     1.5";"     9.6";"    13.2";"    22.0";"     1.4";"     8.9";"    11.0";"    15.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     2.1";"     0.9";"     0.9";"     1.5";"     1.7";"     0.8";"     0.8";"    10.9";"    17.0";"    51.0";"     1.0";"     3.0";"     4.0";"    32.0";"     1.1";"     0.7";"     3.4";"     5.0";"    13.0";"     1.0";"     0.8";"     3.7";"     4.0";"    21.7";"    74.7";"     2.0"
"9154";"BU05460601";"Leiden                                  ";"Neighbourhood";"BU05460601";"1";"     0.6";"     1.8";"    21.0";"    42.5";"     1.7";"     0.8";"     1.7";"     2.0";"     5.1";"    18.2";"     1.7";"     2.0";"     3.0";"     8.3";"       .";"       .";"       .";"       .";"       .";"     0.7";"     0.9";"    18.1";"    35.8";"     0.5";"     6.8";"   119.4";"   180.2";"     1.5";"     5.1";"    11.4";"    40.3";"     1.0";"     0.7";"    69.6";"    83.0";"     0.5";"     2.8";"    97.3";"   128.9";"     0.6";"     1.8";"   197.2";"   242.1";"     1.0";"    21.0";"    33.7";"   164.0";"     0.4";"     3.1";"    35.4";"    87.7";"     0.5";"     3.0";"    26.6";"    77.9";"     0.5";"     2.6";"    16.7";"    44.7";"     1.6";"     9.0";"    18.7";"    29.0";"     1.6";"     7.3";"    13.7";"    22.0";"     1.6";"     6.1";"    11.5";"    15.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.4";"     1.5";"     1.5";"     2.3";"     1.9";"     0.6";"     1.0";"    10.3";"    17.0";"    50.2";"     1.9";"     3.0";"     4.0";"    33.2";"     1.9";"     1.6";"     3.4";"     5.0";"    13.0";"     1.5";"     1.5";"     4.4";"     4.0";"    22.0";"    72.4";"     2.5"
"9155";"BU05460602";"Leiden                                  ";"Neighbourhood";"BU05460602";"1";"     0.4";"     2.3";"    16.1";"    40.2";"     2.4";"     0.5";"     2.4";"     2.0";"     5.0";"    18.1";"     2.4";"     2.0";"     3.0";"     9.0";"       .";"       .";"       .";"       .";"       .";"     0.5";"     0.9";"    14.6";"    34.8";"     0.4";"     6.6";"    91.8";"   176.5";"     2.0";"     5.1";"    11.0";"    39.9";"     1.4";"     0.2";"    60.3";"    82.5";"     0.5";"     2.3";"    82.3";"   127.1";"     0.5";"     2.0";"   162.5";"   238.9";"     1.0";"    21.0";"    34.5";"   165.1";"     0.3";"     4.8";"    30.1";"    82.4";"     0.4";"     4.3";"    21.3";"    71.4";"     0.7";"     2.5";"    16.0";"    39.4";"     1.6";"     5.0";"    18.9";"    28.9";"     1.6";"     4.3";"    13.9";"    21.9";"     1.6";"     4.0";"    11.9";"    14.9";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.3";"     1.9";"     2.2";"     1.5";"     1.9";"     1.2";"     1.5";"    10.1";"    17.0";"    50.0";"     2.4";"     3.0";"     4.0";"    34.0";"     2.5";"     2.0";"     3.9";"     5.0";"    13.0";"     1.7";"     2.2";"     5.1";"     4.0";"    22.0";"    71.4";"     2.4"
"9156";"WK054607  ";"Leiden                                  ";"District     ";"WK054607  ";"1";"     0.6";"     1.7";"    17.2";"    43.1";"     1.1";"     0.7";"     0.8";"     2.0";"     5.9";"    17.1";"     0.8";"     2.0";"     3.0";"     8.0";"       .";"       .";"       .";"       .";"       .";"     1.1";"     0.4";"    17.4";"    38.8";"     1.0";"     4.1";"   111.2";"   188.6";"     1.4";"     6.5";"    12.0";"    38.3";"     1.3";"     0.9";"    66.9";"    85.3";"     0.6";"     4.9";"    91.0";"   131.8";"     0.6";"     6.7";"   187.5";"   253.7";"     1.0";"    20.8";"    36.2";"   160.0";"     0.4";"     7.0";"    33.2";"    87.8";"     0.5";"     5.3";"    29.8";"    77.3";"     0.7";"     1.9";"    16.1";"    48.2";"     0.6";"    11.5";"    20.0";"    29.4";"     0.7";"     8.5";"    15.1";"    22.5";"     0.6";"     6.6";"    10.9";"    15.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     2.0";"     1.5";"     1.5";"     2.2";"     2.1";"     1.7";"     1.2";"    11.6";"    16.9";"    49.8";"     1.7";"     3.0";"     4.0";"    31.3";"     1.7";"     1.9";"     3.0";"     5.0";"    12.9";"     1.2";"     1.5";"     3.7";"     3.3";"    19.7";"    74.3";"     2.5"
"9157";"BU05460700";"Leiden                                  ";"Neighbourhood";"BU05460700";"1";"     0.9";"     1.4";"    17.7";"    42.8";"     0.8";"     0.9";"     0.8";"     2.0";"     6.0";"    17.3";"     0.8";"     2.0";"     3.0";"     8.0";"       .";"       .";"       .";"       .";"       .";"     1.3";"     0.3";"    17.6";"    39.1";"     1.2";"     1.0";"   117.1";"   189.5";"     1.3";"     6.6";"    12.0";"    38.8";"     1.3";"     2.1";"    69.8";"    85.1";"     0.5";"     4.5";"    94.7";"   132.7";"     0.5";"     7.6";"   197.5";"   254.7";"     1.1";"    21.0";"    33.4";"   161.3";"     0.6";"     5.8";"    33.8";"    90.8";"     0.8";"     4.4";"    29.2";"    79.2";"     0.9";"     1.6";"    15.3";"    49.1";"     0.7";"    11.7";"    20.1";"    29.0";"     0.8";"     8.7";"    15.1";"    22.0";"     0.7";"     6.8";"    11.0";"    15.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.9";"     1.3";"     1.3";"     2.4";"     2.4";"     1.4";"     0.9";"    11.8";"    17.0";"    50.1";"     1.6";"     3.0";"     4.0";"    32.1";"     1.6";"     1.7";"     3.0";"     5.0";"    13.0";"     1.1";"     1.4";"     4.0";"     3.6";"    20.3";"    73.6";"     2.9"
"9158";"BU05460701";"Leiden                                  ";"Neighbourhood";"BU05460701";"1";"     0.6";"     1.4";"    18.7";"    41.4";"     1.4";"     0.6";"     0.9";"     2.0";"     5.7";"    16.9";"     0.9";"     2.0";"     3.0";"     7.9";"       .";"       .";"       .";"       .";"       .";"     1.3";"     0.2";"    20.1";"    39.5";"     1.1";"     0.8";"   118.4";"   189.1";"     1.3";"     6.7";"    11.6";"    37.8";"     1.4";"     0.8";"    66.6";"    84.7";"     0.7";"     4.9";"    90.7";"   131.2";"     0.7";"     4.9";"   184.2";"   253.5";"     1.2";"    20.5";"    32.2";"   157.8";"     0.3";"     8.0";"    36.2";"    84.9";"     0.3";"     6.5";"    32.8";"    77.0";"     0.7";"     1.7";"    17.5";"    47.5";"     0.3";"    11.6";"    20.2";"    29.3";"     0.5";"     8.8";"    15.3";"    22.6";"     0.4";"     6.9";"    10.8";"    15.4";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     2.6";"     1.5";"     1.5";"     2.3";"     2.2";"     2.1";"     1.5";"    11.7";"    16.4";"    49.3";"     1.6";"     3.0";"     4.0";"    30.0";"     1.6";"     1.9";"     3.0";"     4.9";"    12.8";"     1.1";"     1.5";"     3.6";"     3.0";"    19.2";"    75.2";"     2.2"
"9159";"BU05460702";"Leiden                                  ";"Neighbourhood";"BU05460702";"1";"     0.3";"     2.6";"    15.7";"    45.1";"     1.2";"     0.6";"     0.8";"     2.0";"     6.0";"    17.0";"     0.8";"     2.0";"     3.0";"     8.0";"       .";"       .";"       .";"       .";"       .";"     0.8";"     0.9";"    15.3";"    37.8";"     0.5";"    10.8";"   100.7";"   186.4";"     1.5";"     6.3";"    12.5";"    38.1";"     1.1";"     0.1";"    65.3";"    86.2";"     0.5";"     5.5";"    89.2";"   130.9";"     0.5";"     7.8";"   183.5";"   252.9";"     0.6";"    20.7";"    43.4";"   160.3";"     0.2";"     7.7";"    30.2";"    85.7";"     0.4";"     5.4";"    28.4";"    75.2";"     0.4";"     2.6";"    16.3";"    47.1";"     0.7";"    11.2";"    19.6";"    30.2";"     0.7";"     8.2";"    14.6";"    23.2";"     0.7";"     6.2";"    10.5";"    16.2";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.6";"     1.6";"     1.6";"     1.7";"     1.5";"     2.0";"     1.5";"    11.4";"    17.1";"    50.0";"     1.7";"     3.0";"     4.0";"    31.0";"     1.7";"     2.0";"     3.0";"     5.0";"    13.0";"     1.2";"     1.7";"     3.4";"     3.1";"    19.6";"    74.3";"     2.2"
"9160";"BU05460703";"Leiden                                  ";"Neighbourhood";"BU05460703";"1";"     0.4";"     2.0";"    15.9";"    44.3";"     1.0";"     0.7";"     0.9";"     2.0";"     6.0";"    17.1";"     0.9";"     2.0";"     3.0";"     8.0";"       .";"       .";"       .";"       .";"       .";"     0.9";"     0.7";"    15.3";"    38.3";"     0.8";"     8.5";"   101.8";"   188.1";"     1.6";"     6.4";"    12.3";"    38.4";"     1.2";"     0.0";"    65.2";"    85.9";"     0.5";"     5.1";"    88.4";"   131.9";"     0.6";"     7.0";"   182.2";"   253.4";"     0.7";"    21.0";"    40.1";"   160.9";"     0.3";"     7.1";"    30.7";"    88.5";"     0.5";"     5.1";"    27.8";"    76.4";"     0.5";"     2.1";"    15.3";"    48.8";"     0.8";"    11.2";"    19.9";"    29.8";"     0.8";"     8.2";"    15.1";"    22.8";"     0.8";"     6.2";"    11.0";"    15.8";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.7";"     1.6";"     1.6";"     1.9";"     1.9";"     1.7";"     1.2";"    11.5";"    17.0";"    50.0";"     1.7";"     3.0";"     4.0";"    31.7";"     1.7";"     2.0";"     3.0";"     5.0";"    13.0";"     1.2";"     1.7";"     3.7";"     3.3";"    19.4";"    74.3";"     2.4"
"9161";"BU05460704";"Leiden                                  ";"Neighbourhood";"BU05460704";"1";"     1.5";"     0.0";"    11.5";"    42.7";"     1.8";"     1.5";"     1.8";"     2.0";"     6.0";"    18.8";"     1.8";"     2.0";"     3.0";"     8.8";"       .";"       .";"       .";"       .";"       .";"     1.3";"     0.0";"    10.9";"    37.0";"     1.3";"     0.0";"    59.8";"   188.4";"     2.3";"     6.0";"    13.0";"    37.6";"     1.6";"     0.0";"    36.7";"    85.1";"     1.3";"     0.0";"    48.9";"   129.8";"     1.1";"     0.2";"   102.1";"   242.4";"     0.3";"    21.0";"    54.0";"   161.2";"     1.3";"     0.0";"    32.5";"    83.3";"     1.2";"     0.1";"    27.7";"    68.1";"     1.3";"     0.0";"    14.8";"    43.2";"     1.7";"     9.1";"    18.3";"    30.0";"     1.9";"     7.1";"    14.3";"    23.0";"     1.7";"     5.1";"    11.1";"    16.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     0.8";"     2.4";"     2.4";"     2.4";"     2.9";"     2.0";"     1.5";"    11.0";"    17.9";"    50.0";"     2.7";"     4.0";"     4.0";"    33.8";"     2.7";"     2.5";"     3.0";"     5.0";"    13.0";"     2.2";"     2.3";"     4.9";"     3.8";"    21.0";"    72.9";"     2.6"
